document_number,comment_id,category,agency
2025-10679,EAC-2025-0010-0285,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0393,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0250,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0120,Academic/Industry/Expert (incl. small/local business),Election Assistance Commission
2025-10679,EAC-2025-0010-0288,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0154,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0379,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0321,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0229,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0088,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0310,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0335,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0238,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0292,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0405,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0204,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0081,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0104,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0050,Academic/Industry/Expert (incl. small/local business),Election Assistance Commission
2025-10679,EAC-2025-0010-0162,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0054,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0065,Academic/Industry/Expert (incl. small/local business),Election Assistance Commission
2025-10679,EAC-2025-0010-0299,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0363,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0356,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0042,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0133,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0300,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0361,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0269,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0205,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0086,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0147,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0187,Academic/Industry/Expert (incl. small/local business),Election Assistance Commission
2025-10679,EAC-2025-0010-0332,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0076,Political Consultant/Lobbyist,Election Assistance Commission
2025-10679,EAC-2025-0010-0374,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0026,Academic/Industry/Expert (incl. small/local business),Election Assistance Commission
2025-10679,EAC-2025-0010-0157,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0245,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0398,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0368,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0115,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0242,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0103,Academic/Industry/Expert (incl. small/local business),Election Assistance Commission
2025-10679,EAC-2025-0010-0208,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0211,Organization/Corporation,Election Assistance Commission
2025-10679,EAC-2025-0010-0116,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0098,Political Consultant/Lobbyist,Election Assistance Commission
2025-10679,EAC-2025-0010-0112,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0179,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0048,Organization/Corporation,Election Assistance Commission
2025-10679,EAC-2025-0010-0307,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0006,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0137,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0036,Organization/Corporation,Election Assistance Commission
2025-10679,EAC-2025-0010-0254,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0222,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0372,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0375,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0400,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0039,Organization/Corporation,Election Assistance Commission
2025-10679,EAC-2025-0010-0031,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0224,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0074,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0064,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0402,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0252,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0378,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0009,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0328,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0341,Academic/Industry/Expert (incl. small/local business),Election Assistance Commission
2025-10679,EAC-2025-0010-0334,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0282,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0155,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0220,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0237,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0365,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0272,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0305,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0012,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0189,Academic/Industry/Expert (incl. small/local business),Election Assistance Commission
2025-10679,EAC-2025-0010-0351,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0107,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0185,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0392,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0123,Academic/Industry/Expert (incl. small/local business),Election Assistance Commission
2025-10679,EAC-2025-0010-0395,Academic/Industry/Expert (incl. small/local business),Election Assistance Commission
2025-10679,EAC-2025-0010-0022,Political Consultant/Lobbyist,Election Assistance Commission
2025-10679,EAC-2025-0010-0128,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0158,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0136,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0169,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0326,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0275,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0196,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0377,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0239,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0166,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0016,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0235,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0226,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0344,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0176,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0283,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0273,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0199,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0255,Political Consultant/Lobbyist,Election Assistance Commission
2025-10679,EAC-2025-0010-0129,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0330,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0145,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0287,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0327,Political Consultant/Lobbyist,Election Assistance Commission
2025-10679,EAC-2025-0010-0389,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0073,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0004,Organization/Corporation,Election Assistance Commission
2025-10679,EAC-2025-0010-0279,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0091,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0312,Academic/Industry/Expert (incl. small/local business),Election Assistance Commission
2025-10679,EAC-2025-0010-0264,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0144,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0384,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0146,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0349,Organization/Corporation,Election Assistance Commission
2025-10679,EAC-2025-0010-0011,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0348,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0347,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0270,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0008,Organization/Corporation,Election Assistance Commission
2025-10679,EAC-2025-0010-0027,Organization/Corporation,Election Assistance Commission
2025-10679,EAC-2025-0010-0210,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0148,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0401,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0021,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0142,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0313,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0017,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0060,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0084,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0180,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0163,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0352,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0203,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0311,Academic/Industry/Expert (incl. small/local business),Election Assistance Commission
2025-10679,EAC-2025-0010-0079,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0228,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0160,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0161,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0371,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0121,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0232,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0019,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0364,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0256,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0165,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0314,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0125,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0385,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0343,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0212,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0032,Organization/Corporation,Election Assistance Commission
2025-10679,EAC-2025-0010-0034,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0258,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0082,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0097,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0093,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0068,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0119,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0109,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0197,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0061,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0391,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0181,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0105,Political Consultant/Lobbyist,Election Assistance Commission
2025-10679,EAC-2025-0010-0240,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0320,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0215,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0263,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0151,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0383,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0257,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0318,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0182,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0382,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0138,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0200,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0380,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0172,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0354,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0234,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0152,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0408,Political Consultant/Lobbyist,Election Assistance Commission
2025-10679,EAC-2025-0010-0319,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0376,Academic/Industry/Expert (incl. small/local business),Election Assistance Commission
2025-10679,EAC-2025-0010-0360,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0227,Political Consultant/Lobbyist,Election Assistance Commission
2025-10679,EAC-2025-0010-0366,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0260,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0355,Ordinary Citizen,Election Assistance Commission
2025-10679,EAC-2025-0010-0041,Organization/Corporation,Election Assistance Commission
2025-10679,EAC-2025-0010-0214,Ordinary Citizen,Election Assistance Commission
2025-07351,EERE-2024-BT-TP-0011-0005,Ordinary Citizen,Energy Department
2025-07351,EERE-2024-BT-TP-0011-0004,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-07351,EERE-2024-BT-TP-0011-0007,Ordinary Citizen,Energy Department
2025-07351,EERE-2024-BT-TP-0011-0009,Ordinary Citizen,Energy Department
2025-07351,EERE-2024-BT-TP-0011-0006,Ordinary Citizen,Energy Department
2025-08569,EERE-2025-OT-0037-0003,Ordinary Citizen,Energy Department
2025-07351,EERE-2024-BT-TP-0011-0008,Organization/Corporation,Energy Department
2025-10325,DOE-HQ-2025-0108-0004,Ordinary Citizen,Energy Department
2025-07351,EERE-2024-BT-TP-0011-0010,Organization/Corporation,Energy Department
2025-07351,EERE-2024-BT-TP-0011-0011,Organization/Corporation,Energy Department
2025-07351,EERE-2024-BT-TP-0011-0012,Organization/Corporation,Energy Department
2025-08569,EERE-2025-OT-0037-0002,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-10325,DOE-HQ-2025-0108-0005,Ordinary Citizen,Energy Department
2025-10325,DOE-HQ-2025-0108-0006,Ordinary Citizen,Energy Department
2025-10325,DOE-HQ-2025-0108-0002,Organization/Corporation,Energy Department
2025-10325,DOE-HQ-2025-0108-0003,Organization/Corporation,Energy Department
2025-10325,DOE-HQ-2025-0108-0007,Ordinary Citizen,Energy Department
2025-11006,DOE-HQ-2025-0141-0002,Ordinary Citizen,Energy Department
2025-14305,DOE-HQ-2025-0339-0002,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0005,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0006,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0007,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0008,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0009,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0010,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0011,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0002,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0003,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0004,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0013,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0014,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0015,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0016,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0017,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0019,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0020,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0021,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0012,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0022,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0023,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0024,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0025,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0026,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0018,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0027,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0028,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0029,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0031,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0032,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0033,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0035,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0036,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0039,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0030,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0042,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0034,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0043,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0044,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0037,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0038,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0045,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0046,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0041,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0047,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0048,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0049,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0050,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0051,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0052,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0053,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0055,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0056,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0057,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0059,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0060,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0061,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0062,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0054,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0063,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0064,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0065,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0066,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0067,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0068,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0069,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0070,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0071,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0072,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0073,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0058,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0076,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0077,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0078,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0079,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0080,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0081,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0082,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0075,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0083,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0084,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0085,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0086,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0087,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0088,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0089,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0091,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0092,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0093,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0040,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0094,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0096,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0097,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0090,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0100,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0101,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0102,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0095,Organization/Corporation,Energy Department
2025-14519,DOE-HQ-2025-0207-0103,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0104,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0074,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0105,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0098,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0106,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0107,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0110,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0112,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0113,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0114,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0115,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0108,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0109,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0117,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0111,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0118,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0119,Ordinary Citizen,Energy Department
2025-14519,DOE-HQ-2025-0207-0099,Academic/Industry/Expert (incl. small/local business),Energy Department
2025-14519,DOE-HQ-2025-0207-0121,Academic/Industry/Expert (incl. small/local business),Energy Department
