document_number,comment_id,category,agency
2016-14976,APHIS-2012-0107-15485,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-17778,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-18873,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-19325,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-19738,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-18852,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-16381,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-17307,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-18512,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-16769,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-16203,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-17294,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-20177,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-15779,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-16724,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-15506,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-18038,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-18574,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-18216,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-15863,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-16573,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-19607,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-19587,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-19227,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-16942,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-16513,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-14976,APHIS-2012-0107-19773,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0005,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0149,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0042,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0068,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0004,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0102,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0106,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0066,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0108,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0135,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0078,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0147,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0124,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0021,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0136,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0167,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0085,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0080,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0086,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0026,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0034,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0130,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0112,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0069,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0087,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0060,Political Consultant/Lobbyist,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0033,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0159,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0065,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0160,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0153,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0115,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0143,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0091,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0039,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0126,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0146,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0089,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0040,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0050,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00160,APHIS-2015-0096-0107,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0106,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0358,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0191,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0283,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0287,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0090,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0322,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0265,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0039,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0351,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0356,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0069,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0260,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0058,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0130,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0392,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0204,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0282,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0249,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0294,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0014,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0272,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0379,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0143,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0219,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0088,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0122,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0055,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0239,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0258,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0046,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0312,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0406,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0319,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0210,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0059,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0281,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0148,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0401,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0181,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0268,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0386,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0042,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0241,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0307,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0225,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0286,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0063,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0311,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0027,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0371,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0397,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0395,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0334,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0082,Undecided/Anonymous,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0019,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0213,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0262,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0353,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0167,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0266,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0168,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0081,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0215,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0367,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0174,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0252,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0075,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0140,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0335,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0410,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0020,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0031,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0112,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0197,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0096,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0071,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0093,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0375,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0276,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0409,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0045,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0135,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0208,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0092,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0097,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0123,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0189,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0176,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0374,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0280,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0411,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0336,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0399,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0314,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0370,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0089,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0284,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0242,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0410,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0230,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0233,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0185,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-10957,APHIS-2014-0092-0385,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0119,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0592,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0096,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0594,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0038,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0584,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0012,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0376,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0624,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0168,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0245,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0248,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0167,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0011,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0031,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0124,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0072,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0459,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0161,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0129,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0303,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0192,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0474,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0015,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0488,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0229,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0617,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0208,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0224,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0116,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0136,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0147,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0400,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0445,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0314,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0514,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0048,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0337,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0173,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0060,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0347,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0366,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0496,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0570,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0285,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0120,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0628,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0428,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0139,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0044,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0293,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0320,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0556,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0143,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0483,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0174,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0548,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0360,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0219,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0396,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0551,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0513,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
