document_number,comment_id,category,agency
2019-28339,EPA-HQ-OPP-2013-0251-0149,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0147,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0147,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0152,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0152,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0156,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0156,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0162,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0162,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0161,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0161,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0157,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0157,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0165,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0165,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0159,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0159,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0158,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0158,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0164,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0164,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0160,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0160,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0163,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0163,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0151,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0151,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0166,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0166,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0155,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0155,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0154,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0154,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0167,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0167,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0153,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0153,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0150,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0150,Undecided/Anonymous,Environmental Protection Agency
2019-27928,FAA-2019-0989-0003,Undecided/Anonymous,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0003,Ordinary Citizen,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0004,Ordinary Citizen,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0004,Undecided/Anonymous,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0005,Undecided/Anonymous,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0005,Undecided/Anonymous,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0006,Ordinary Citizen,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0006,Ordinary Citizen,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0009,Undecided/Anonymous,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0009,Undecided/Anonymous,"Transportation Department, Federal Aviation Administration"
2019-27998,BIA-2020-0001-0003,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0003,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0004,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0004,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0005,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0005,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0007,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0007,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0008,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0008,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0009,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0009,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0010,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0010,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0011,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0011,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0012,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0012,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0013,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0013,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-28332,EPA-R07-OAR-2019-0658-0007,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0007,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0008,Ordinary Citizen,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0008,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0009,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0009,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0006,Ordinary Citizen,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0006,Ordinary Citizen,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0010,Ordinary Citizen,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0010,Ordinary Citizen,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0012,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0012,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0011,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0011,Undecided/Anonymous,Environmental Protection Agency
2019-28323,NRC-2019-0229-0003,Ordinary Citizen,Nuclear Regulatory Commission
2019-28323,NRC-2019-0229-0003,Ordinary Citizen,Nuclear Regulatory Commission
2019-28324,EPA-R07-OAR-2019-0666-0007,Ordinary Citizen,Environmental Protection Agency
2019-28324,EPA-R07-OAR-2019-0666-0007,Undecided/Anonymous,Environmental Protection Agency
2019-28324,EPA-R07-OAR-2019-0666-0008,Ordinary Citizen,Environmental Protection Agency
2019-28324,EPA-R07-OAR-2019-0666-0008,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0148,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0148,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0149,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0149,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0147,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0147,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0152,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0152,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0156,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0156,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0162,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0162,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0161,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0161,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0157,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0157,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0165,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0165,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0159,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0159,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0158,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0158,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0164,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0164,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0160,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0160,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0163,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0163,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0151,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0151,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0166,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0166,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0155,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0155,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0154,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0154,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0167,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0167,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0153,Undecided/Anonymous,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0153,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0150,Ordinary Citizen,Environmental Protection Agency
2019-28339,EPA-HQ-OPP-2013-0251-0150,Undecided/Anonymous,Environmental Protection Agency
2019-27928,FAA-2019-0989-0003,Undecided/Anonymous,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0003,Ordinary Citizen,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0004,Ordinary Citizen,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0004,Undecided/Anonymous,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0005,Undecided/Anonymous,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0005,Undecided/Anonymous,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0006,Ordinary Citizen,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0006,Ordinary Citizen,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0009,Undecided/Anonymous,"Transportation Department, Federal Aviation Administration"
2019-27928,FAA-2019-0989-0009,Undecided/Anonymous,"Transportation Department, Federal Aviation Administration"
2019-27998,BIA-2020-0001-0003,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0003,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0004,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0004,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0005,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0005,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0007,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0007,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0008,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0008,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0009,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0009,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0010,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0010,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0011,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0011,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0012,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0012,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0013,Undecided/Anonymous,"Interior Department, Indian Affairs Bureau"
2019-27998,BIA-2020-0001-0013,Ordinary Citizen,"Interior Department, Indian Affairs Bureau"
2019-28332,EPA-R07-OAR-2019-0658-0007,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0007,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0008,Ordinary Citizen,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0008,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0009,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0009,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0006,Ordinary Citizen,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0006,Ordinary Citizen,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0010,Ordinary Citizen,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0010,Ordinary Citizen,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0012,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0012,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0011,Undecided/Anonymous,Environmental Protection Agency
2019-28332,EPA-R07-OAR-2019-0658-0011,Undecided/Anonymous,Environmental Protection Agency
2019-28323,NRC-2019-0229-0003,Ordinary Citizen,Nuclear Regulatory Commission
2019-28323,NRC-2019-0229-0003,Ordinary Citizen,Nuclear Regulatory Commission
2019-28324,EPA-R07-OAR-2019-0666-0007,Ordinary Citizen,Environmental Protection Agency
2019-28324,EPA-R07-OAR-2019-0666-0007,Undecided/Anonymous,Environmental Protection Agency
2019-28324,EPA-R07-OAR-2019-0666-0008,Ordinary Citizen,Environmental Protection Agency
2019-28324,EPA-R07-OAR-2019-0666-0008,Ordinary Citizen,Environmental Protection Agency
2019-28417,FDA-2019-N-4824-0002,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0003,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0004,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0005,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0006,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0007,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0008,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0010,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0011,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0012,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0013,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0014,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0015,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0016,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0009,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0017,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0018,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0019,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0020,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0021,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0022,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0023,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0025,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0026,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0027,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0028,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0029,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0030,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0031,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0032,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0033,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0034,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0035,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0036,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0037,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0038,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0039,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0040,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0041,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0042,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0043,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0044,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0045,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0046,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0047,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0048,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0049,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0050,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0051,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0052,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0053,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0054,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0055,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0056,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0057,Ordinary Citizen,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0058,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0059,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0060,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0061,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28417,FDA-2019-N-4824-0062,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28408,FDA-2016-N-3535-0005,Undecided/Anonymous,"Health and Human Services Department, Food and Drug Administration"
2019-28373,NHTSA-2018-0108-0003,Undecided/Anonymous,"Transportation Department, National Highway Traffic Safety Administration"
2019-28372,NHTSA-2019-0098-0003,Undecided/Anonymous,"Transportation Department, National Highway Traffic Safety Administration"
2019-28372,NHTSA-2019-0098-0004,Ordinary Citizen,"Transportation Department, National Highway Traffic Safety Administration"
2019-28372,NHTSA-2019-0098-0005,Undecided/Anonymous,"Transportation Department, National Highway Traffic Safety Administration"
2019-27261,FISCAL-2019-0001-0002,Undecided/Anonymous,"Treasury Department, Fiscal Service"
2019-27261,FISCAL-2019-0001-0003,Ordinary Citizen,"Treasury Department, Fiscal Service"
2019-27261,FISCAL-2019-0001-0004,Undecided/Anonymous,"Treasury Department, Fiscal Service"
2019-28424,NOAA-NMFS-2019-0092-0010,Undecided/Anonymous,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0011,Undecided/Anonymous,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0012,Ordinary Citizen,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0013,Ordinary Citizen,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0014,Undecided/Anonymous,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0015,Undecided/Anonymous,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0016,Undecided/Anonymous,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0017,Undecided/Anonymous,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0018,Undecided/Anonymous,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0019,Undecided/Anonymous,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0020,Undecided/Anonymous,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0021,Ordinary Citizen,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0022,Ordinary Citizen,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0023,Undecided/Anonymous,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0024,Undecided/Anonymous,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0025,Ordinary Citizen,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0026,Ordinary Citizen,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28424,NOAA-NMFS-2019-0092-0027,Ordinary Citizen,"Commerce Department, National Oceanic and Atmospheric Administration"
2019-28472,NHTSA-2019-0097-0003,Undecided/Anonymous,"Transportation Department, National Highway Traffic Safety Administration"
2019-27915,OPM_FRDOC_0001-1568,Ordinary Citizen,Personnel Management Office
2019-28352,FWS-R6-ES-2019-0055-0003,Undecided/Anonymous,"Interior Department, Fish and Wildlife Service"
2019-28352,FWS-R6-ES-2019-0055-0004,Ordinary Citizen,"Interior Department, Fish and Wildlife Service"
2019-28352,FWS-R6-ES-2019-0055-0005,Undecided/Anonymous,"Interior Department, Fish and Wildlife Service"
2019-28352,FWS-R6-ES-2019-0055-0006,Undecided/Anonymous,"Interior Department, Fish and Wildlife Service"
2019-28352,FWS-R6-ES-2019-0055-0007,Undecided/Anonymous,"Interior Department, Fish and Wildlife Service"
2019-28352,FWS-R6-ES-2019-0055-0008,Undecided/Anonymous,"Interior Department, Fish and Wildlife Service"
