document_number,title,agency,publication_date,comment_url,comments_close_on,regs_document_id,comment_count,source
2018-03755,"Notice of Inventory Completion: San Luis Obispo County Archaeological Society, San Luis Obispo, CA","Interior Department, National Park Service",2018-02-23,,2018-03-26,,0,federalregister
2018-03720,Agency Information Collection Activities; Proposed eCollection eComments Requested; New,Justice Department,2018-02-23,,2018-04-24,,0,federalregister
2018-03762,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Evaluation of Strategies Used in TechHire and Strengthening Working Families Initiative (SWFI) Grant Programs,Labor Department,2018-02-23,,2018-04-24,,0,federalregister
2018-03761,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Workforce Innovation and Opportunity Act (WIOA) Implementation Study,Labor Department,2018-02-23,,2018-04-24,,0,federalregister
2018-03725,Endangered and Threatened Wildlife and Plants; Permit Applications,"Interior Department, Fish and Wildlife Service",2018-02-23,,2018-03-26,,0,federalregister
2018-03756,"Notice of Inventory Completion: Tennessee Valley Authority, Knoxville, TN","Interior Department, National Park Service",2018-02-23,,2018-03-26,,0,federalregister
2018-03763,Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Safety Assurance System External Portal,"Transportation Department, Federal Aviation Administration",2018-02-23,,2018-04-24,FAA-2013-0259-2145,2,federalregister
2018-03731,Seventy Second RTCA SC-135 Environmental Testing Plenary Meeting,"Transportation Department, Federal Aviation Administration",2018-02-23,,,FAA-2013-0259-2144,0,federalregister
2018-03682,Notice and Request for Comments,"Transportation Department, National Highway Traffic Safety Administration",2018-02-23,https://www.regulations.gov/commenton/NHTSA-2017-0105-0001,2018-04-24,NHTSA-2017-0105-0001,3,federalregister
2018-03867,Information Collection Being Reviewed by the Federal Communications Commission,Federal Communications Commission,2018-02-26,,2018-04-27,FCC-2018-0076-0001,0,federalregister
2018-02928,User Fees for the Administration of the Toxic Substances Control Act,Environmental Protection Agency,2018-02-26,,2018-04-27,EPA-HQ-OPPT-2016-0401-0015,43,federalregister
2018-03843,Modification of Significant New Use of a Certain Chemical Substance; Extension of Comment Period,Environmental Protection Agency,2018-02-26,,2018-03-12,EPA-HQ-OPPT-2011-0941-0194,0,federalregister
2018-03877,Proposed Information Collection; Comment Request; Report of Whaling Operations.,"Commerce Department, National Oceanic and Atmospheric Administration",2018-02-26,,2018-04-27,,0,federalregister
2018-03712,Airworthiness Directives; The Boeing Company Airplanes,"Transportation Department, Federal Aviation Administration",2018-02-26,https://www.regulations.gov/commenton/FAA-2018-0115-0001,2018-04-12,FAA-2018-0115-0001,3,federalregister
2018-03655,"Proposed Amendment of Class D Airspace and Class E Airspace; Erie, PA","Transportation Department, Federal Aviation Administration",2018-02-26,,2018-04-12,FAA-2017-1195-0001,0,federalregister
2018-03863,Information Collection Being Reviewed by the Federal Communications Commission Under Delegated Authority,Federal Communications Commission,2018-02-26,,2018-04-27,FCC-2018-0071-0001,0,federalregister
2018-03855,Agency Information Collection Activities: Proposed Collection; Comment Request,"Health and Human Services Department, Agency for Healthcare Research and Quality",2018-02-26,,2018-03-28,AHRQ-2022-0004-0672,2,federalregister
2018-03854,Agency Information Collection Activities: Proposed Collection; Comment Request,"Health and Human Services Department, Agency for Healthcare Research and Quality",2018-02-26,,2018-04-27,AHRQ-2022-0004-0671,1,federalregister
2018-03793,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NESHAP for Epoxy Resin and Non-Nylon Polyamide Production (Renewal),Environmental Protection Agency,2018-02-26,,2018-03-28,EPA-HQ-OECA-2013-0347-0005,2,federalregister
2018-03845,Agency Information Collection Activities; Proposed Collection; Comment Request; Revisions to the RCRA Definition of Solid Waste,Environmental Protection Agency,2018-02-26,,2018-04-27,EPA-HQ-OLEM-2018-0013-0001,6,federalregister
2018-03844,National Environmental Justice Advisory Council; Notification of Request for Nominations to the National Environmental Justice Advisory Council,Environmental Protection Agency,2018-02-26,,2018-04-13,EPA_FRDOC_0001-21953,24,federalregister
2018-03846,Alternative Method for Calculating Off-Cycle Credits Under the Light-Duty Vehicle Greenhouse Gas Emissions Program: Applications From General Motors and Toyota Motor North America,Environmental Protection Agency,2018-02-26,,2018-03-28,EPA-HQ-OAR-2017-0754-0001,17,federalregister
2018-03850,Submission for OMB Review; Comment Request,"Defense Department, Defense Acquisition Regulations System",2018-02-26,,2018-03-28,DARS-2017-0021-0008,5,federalregister
2018-03852,"Availability of Draft Integrated Feasibility Report and Environmental Impact Statement for the Gulf Intracoastal Waterway: Brazos River Floodgates and Colorado River Locks Systems Feasibility Study, Brazos and Matagorda Counties, TX","Defense Department, Engineers Corps",2018-02-26,,2018-04-11,COE-2018-0001-0002,19,federalregister
2018-03801,30-Day Notice of Proposed Information Collection: Request for Approval To Travel to a Restricted Country or Area,State Department,2018-02-26,,2018-03-28,,0,federalregister
2018-03832,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Generic Clearance for Voluntary Surveys To Implement E.O. 12862,Treasury Department,2018-02-26,,2018-03-28,,0,federalregister
2018-03831,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Small Business Lending Fund (SBLF) Supplemental Reports,Treasury Department,2018-02-26,,2018-03-28,,0,federalregister
2018-03770,National Register of Historic Places; Notification of Pending Nominations and Related Actions,"Interior Department, National Park Service",2018-02-26,,2018-03-13,,0,federalregister
2018-03806,Agency Information Collection Activities; Proposed eCollection; eComments Requested,Justice Department,2018-02-26,,2018-03-28,,0,federalregister
2018-03813,Agency Information Collection Activities; Proposed Collection Comments Requested; Extension With Change of Currently Approved Collection: 2017-19 Survey of Sexual Victimization (SSV),Justice Department,2018-02-26,,2018-04-27,,0,federalregister
2018-03857,Submission for OMB Review; Comment Request,National Credit Union Administration,2018-02-26,,2018-03-28,NCUA-2018-0010-0001,0,federalregister
2018-03800,Reporting and Recordkeeping Requirements Under OMB Review,Small Business Administration,2018-02-26,,2018-03-28,,0,federalregister
2018-03847,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Food and Drug Administration Recall Regulations,"Health and Human Services Department, Food and Drug Administration",2018-02-26,,2018-03-28,FDA-2017-N-6175-0003,0,federalregister
2018-03848,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Substances Prohibited From Use in Animal Food or Feed,"Health and Human Services Department, Food and Drug Administration",2018-02-26,,2018-03-28,FDA-2011-N-0510-0011,1,federalregister
2018-03776,60-Day Notice of Proposed Information Collection: Six DDTC Information Collections,State Department,2018-02-26,,2018-04-27,DOS-2017-0047-0001,17,federalregister
2018-03825,Agency Information Collection Activities: Information Collection Renewal; Comment Request; Bank Appeals Follow-Up Questionnaire,"Treasury Department, Comptroller of the Currency",2018-02-26,,2018-04-27,,0,federalregister
2018-03833,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Claim Against the United States for the Proceeds of a Government Check,Treasury Department,2018-02-26,,2018-03-28,,0,federalregister
2018-03834,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Multiple IRS Information Collection Requests,Treasury Department,2018-02-26,,2018-03-28,,0,federalregister
2018-03773,2016.1 National Preparedness for Response Exercise Program (PREP) Guidelines,"Homeland Security Department, Coast Guard",2018-02-26,,2018-03-26,USCG-2017-0894-0012,5,federalregister
2018-03807,National Register of Historic Places; Notification of Pending Nominations and Related Actions,"Interior Department, National Park Service",2018-02-26,,2018-03-13,,0,federalregister
2018-03818,Agency Information Collection Activities; Proposed eCollection eComments Requested; Extension of a Currently Approved Information Collection; Claims Filed Under the Radiation Exposure Compensation Act,Justice Department,2018-02-26,,2018-03-28,,0,federalregister
2018-03599,Airworthiness Directives; Airbus Airplanes,"Transportation Department, Federal Aviation Administration",2018-02-26,,2018-04-12,FAA-2018-0113-0001,2,federalregister
2018-03659,"Proposed Revocation of Class E Airspace; Crows Landing, CA","Transportation Department, Federal Aviation Administration",2018-02-26,,2018-04-12,FAA-2017-1088-0001,0,federalregister
2018-03792,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NESHAP for Cellulose Products Manufacturing (Renewal),Environmental Protection Agency,2018-02-26,,2018-03-28,EPA-HQ-OECA-2014-0080-0006,1,federalregister
2018-03794,Evaluation of National Estuarine Research Reserve; Meeting Notice,"Commerce Department, National Oceanic and Atmospheric Administration",2018-02-26,,2018-05-18,,0,federalregister
2018-03788,Request for Information Regarding Bureau External Engagements,Consumer Financial Protection Bureau,2018-02-26,,2018-05-29,CFPB-2018-0005-0001,67,federalregister
2018-03856,Information Collection Requirement; Defense Federal Acquisition Regulation Supplement; Requests for Equitable Adjustment,"Defense Department, Defense Acquisition Regulations System",2018-02-26,,2018-04-27,DARS-2018-0006-0001,7,federalregister
2018-03851,Policy and Procedural Guidance for Processing Requests To Alter U.S. Army Corps of Engineers Civil Works Projects Pursuant to Section 408,"Defense Department, Engineers Corps",2018-02-26,,2018-04-06,COE-2018-0003-0007,10,federalregister
2018-03828,Fisheries of the Northeastern United States; Scup Fishery; Framework Adjustment 10,"Commerce Department, National Oceanic and Atmospheric Administration",2018-02-26,,2018-03-13,NOAA-NMFS-2018-0001-0001,4,federalregister
2018-03810,Proposed Information Collection; Comment Request; Public Employment and Payroll Forms,"Commerce Department, Census Bureau",2018-02-26,,2018-04-27,,0,federalregister
2018-03660,"Proposed Amendment of Class D Airspace and Class E Airspace; Biloxi, MS, and Gulfport, MS","Transportation Department, Federal Aviation Administration",2018-02-26,,2018-04-12,FAA-2017-0865-0001,0,federalregister
2018-03866,Information Collection Being Reviewed by the Federal Communications Commission,Federal Communications Commission,2018-02-26,,2018-04-27,FCC-2018-0074-0001,0,federalregister
2018-03862,Information Collection Being Submitted to the Office of Management and Budget,Federal Communications Commission,2018-02-26,,2018-03-28,FCC-2018-0075-0001,0,federalregister
2018-03791,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Consumer Financial Protection Bureau,2018-02-26,,2018-03-28,CFPB-2018-0007-0001,2,federalregister
2018-03911,"60-Day Notice of Proposed Information Collection: Request for Approval of Manufacturing License Agreements, Technical Assistance Agreements, and Other Agreements",State Department,2018-02-27,,2018-04-30,DOS-2018-0011-0001,4,federalregister
2018-03919,60-Day Notice of Proposed Information Collection: Maintenance of Records by DDTC Registrants,State Department,2018-02-27,,2018-04-30,DOS-2018-0009-0001,1,federalregister
2018-03953,"Notice of Intent To Release Certain Properties From All Terms, Conditions, Reservations and Restrictions of a Quitclaim Deed Agreement Between City of Leesburg and the Federal Aviation Administration for the Leesburg International Airport, Leesburg, FL","Transportation Department, Federal Aviation Administration",2018-02-27,,2018-03-29,FAA-2013-0259-2146,0,federalregister
2018-04042,"Notice of Intent To Prepare an Environmental Impact Statement (EIS) for the Resilient Bridgeport: National Disaster Resilience and Rebuild by Design Projects in the City of Bridgeport, Connecticut",Housing and Urban Development Department,2018-02-27,,2018-03-28,HUD-2018-0018-0001,0,federalregister
2018-03994,Notice of Proposed Information Collection Requests: 2019-2021 IMLS Peer Reviewer Nomination Forms,"National Foundation on the Arts and the Humanities, Institute of Museum and Library Services",2018-02-27,,2018-04-26,,0,federalregister
2018-03727,Biweekly Notice; Applications and Amendments to Facility Operating Licenses and Combined Licenses Involving No Significant Hazards Considerations,Nuclear Regulatory Commission,2018-02-27,,2018-03-29,NRC-2018-0031-0001,0,federalregister
2018-03948,National Initiative for Cybersecurity Careers and Studies Cybersecurity Training and Education Catalog Collection,Homeland Security Department,2018-02-27,,2018-03-29,DHS-2017-0048-0002,0,federalregister
2018-03882,"Agency Information Collection Activities; Extension, Without Change, of a Currently Approved Collection: Petition for Amerasian, Widow(er), or Special Immigrant","Homeland Security Department, U.S. Citizenship and Immigration Services",2018-02-27,,2018-03-29,USCIS-2007-0024-0052,0,federalregister
2018-03985,Inquiry To Learn Whether Businesses Assert Business Confidentiality Claims Regarding Waste Import and Export,Environmental Protection Agency,2018-02-27,,2018-03-29,EPA-HQ-OECA-2018-0004-0001,2,federalregister
2018-03984,Proposed Information Collection Request; Comment Request; Certification and Compliance Requirements for Medium- and Heavy-Duty Engines and Vehicles (Greenhouse Gases and Fuel Economy),Environmental Protection Agency,2018-02-27,,2018-04-30,EPA-HQ-OAR-2017-0759-0001,35,federalregister
2018-03954,"Notice of Intent To Rule on Request To Release Airport Property at the Northeast Philadelphia Airport (PNE), Philadelphia, Pennsylvania","Transportation Department, Federal Aviation Administration",2018-02-27,,2018-02-27,FAA-2013-0259-2150,2,federalregister
2018-03942,Qualification of Drivers; Exemption Applications; Hearing,"Transportation Department, Federal Motor Carrier Safety Administration",2018-02-27,,2018-03-29,FMCSA-2017-0059-0001,1,federalregister
2018-03943,Parts and Accessories Necessary for Safe Operation; Application for an Exemption From the Automobile Carriers Conference of the American Trucking Associations,"Transportation Department, Federal Motor Carrier Safety Administration",2018-02-27,,2018-03-29,FMCSA-2018-0090-0001,8,federalregister
2018-03965,Proposed Collection; Comment Request,"Defense Department, Navy Department",2018-02-27,,2018-04-30,USN-2018-HQ-0004-0001,2,federalregister
2018-03938,Notice of Request for Information (RFI) on Expanding Hydropower and Pumped Storage's Contribution to Grid Resiliency and Reliability,"Energy Department, Energy Efficiency and Renewable Energy Office",2018-02-27,,,EERE-2021-OT-0032-0052,0,federalregister
2018-03926,Meeting of the National Advisory Council for Healthcare Research and Quality,"Health and Human Services Department, Agency for Healthcare Research and Quality",2018-02-27,,,AHRQ-2022-0004-0673,0,federalregister
2018-03973,Approval and Promulgation of Implementation Plans; Texas; Approval of Texas Motor Vehicle Rule Revisions,Environmental Protection Agency,2018-02-27,,2018-03-29,EPA-R06-OAR-2017-0077-0002,7,federalregister
2018-03945,Requirements of the Vessel Monitoring System Type-Approval; Reopening of Public Comment Period,"Commerce Department, National Oceanic and Atmospheric Administration",2018-02-27,,2018-03-29,NOAA-HQ-2017-0141-0003,11,federalregister
2018-03874,Marine Mammals; File No. 21238,"Commerce Department, National Oceanic and Atmospheric Administration",2018-02-27,,2018-03-29,,0,federalregister
2018-03875,Marine Mammals; File No. 21966,"Commerce Department, National Oceanic and Atmospheric Administration",2018-02-27,,2018-03-29,,0,federalregister
2018-03885,Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to the Cook Inlet Pipeline Cross Inlet Extension Project,"Commerce Department, National Oceanic and Atmospheric Administration",2018-02-27,,2018-03-29,,0,federalregister
2018-03986,Registration Review; Draft Human Health and/or Ecological Risk Assessments for Several Pesticides; Notice of Availability,Environmental Protection Agency,2018-02-27,,2018-04-30,EPA-HQ-OPP-2012-0167-0115,13,federalregister
2018-03907,Internal Appeals Process for Material Supervisory Determinations and Policy Statement Regarding the Ombudsman for the Federal Reserve System,Federal Reserve System,2018-02-27,,2018-04-30,FRS-2018-0062-0001,0,federalregister
2018-04102,Assistance to States for the Education of Children With Disabilities; Preschool Grants for Children With Disabilities,Education Department,2018-02-27,,2018-05-14,ED-2017-OSERS-0128-0001,402,federalregister
2018-03947,Proposed Changes to Validations for Intelligent Mail Package Barcode,Postal Service,2018-02-27,,2018-03-29,USPS-2018-0046-0001,0,federalregister
2018-03992,Approval and Promulgation of Implementation Plans; California; California Mobile Source Regulations,Environmental Protection Agency,2018-02-27,,2018-03-29,EPA_FRDOC_0001-21962,12,federalregister
2018-03989,Receipt of Several Pesticide Petitions Filed for Residues of Pesticide Chemicals in or on Various Commodities,Environmental Protection Agency,2018-02-27,,2018-03-29,EPA-HQ-OPP-2017-0234-0454,377,federalregister
2018-03906,Endangered and Threatened Wildlife; 90-Day Finding on a Petition To List Chinook Salmon in the Upper Klamath-Trinity Rivers Basin as Threatened or Endangered Under the Endangered Species Act,"Commerce Department, National Oceanic and Atmospheric Administration",2018-02-27,,,,0,federalregister
2018-03963,Fisheries Off West Coast States; Highly Migratory Fisheries; Amendment 4 to Fishery Management Plan for West Coast Highly Migratory Species Fisheries; Revisions to the Biennial Management Cycle,"Commerce Department, National Oceanic and Atmospheric Administration",2018-02-27,,2018-04-13,NOAA-NMFS-2017-0138-0010,4,federalregister
2018-03881,Proposed Information Collection; Comment Request; Permits for Incidental Taking of Endangered or Threatened Species,"Commerce Department, National Oceanic and Atmospheric Administration",2018-02-27,,2018-04-30,,0,federalregister
2018-03950,Agency Information Collection Activities Under OMB Review,Commodity Futures Trading Commission,2018-02-27,,2018-03-29,CFTC-2018-0013-0001,0,federalregister
2018-03903,Proposed Collection; Comment Request,"Defense Department, Army Department",2018-02-27,,2018-04-30,USA-2018-HQ-0003-0001,3,federalregister
2018-03957,"Notice of Intent of Waiver With Respect to Land; Indianapolis International Airport, Indianapolis, Indiana","Transportation Department, Federal Aviation Administration",2018-02-27,,2018-03-29,FAA-2013-0259-2149,1,federalregister
2018-03949,Agency Information Collection Activities: Proposed Collection; Comment Request; Property Acquisition and Relocation for Open Space,"Homeland Security Department, Federal Emergency Management Agency",2018-02-27,,2018-04-30,FEMA-2018-0006-0001,100,federalregister
2018-03883,"Agency Information Collection Activities; Extension, Without Change, of a Currently Approved Collection: Verification Request and Supplement","Homeland Security Department, U.S. Citizenship and Immigration Services",2018-02-27,,2018-03-29,USCIS-2008-0008-0054,0,federalregister
2018-03880,Agency Information Collection Activities; Revision of a Currently Approved Collection: Application for Advance Permission To Enter as Nonimmigrant,"Homeland Security Department, U.S. Citizenship and Immigration Services",2018-02-27,,2018-04-30,USCIS-2008-0009-0044,1,federalregister
2018-03879,"Agency Information Collection Activities; Extension, Without Change, of a Currently Approved Collection: Immigrant Petition for Alien Workers","Homeland Security Department, U.S. Citizenship and Immigration Services",2018-02-27,,2018-03-29,USCIS-2007-0018-0297,0,federalregister
2018-03981,Pesticide Product Registration; Receipt of Applications for New Active Ingredients,Environmental Protection Agency,2018-02-27,,2018-03-29,EPA-HQ-OPP-2017-0510-0001,1,federalregister
2018-03983,Registration Review Proposed Interim Decisions for Several Pesticides; Notice of Availability,Environmental Protection Agency,2018-02-27,,2018-04-30,EPA-HQ-OPP-2013-0771-0023,1,federalregister
2018-03988,Access to Confidential Business Information by Science Applications International Corporation,Environmental Protection Agency,2018-02-27,,,EPA-HQ-OPPT-2003-0004-0114,0,federalregister
2018-03927,Supplemental Evidence and Data Request on Home Mechanical Ventilators,"Health and Human Services Department, Agency for Healthcare Research and Quality",2018-02-27,,,AHRQ-2022-0004-0674,0,federalregister
2018-03955,"Noise Exposure Map Notice for Fresno Yosemite International Airport, Fresno, California","Transportation Department, Federal Aviation Administration",2018-02-27,,,FAA-2013-0259-2147,0,federalregister
2018-03940,Qualification of Drivers; Exemption Applications; Epilepsy and Seizure Disorders,"Transportation Department, Federal Motor Carrier Safety Administration",2018-02-27,,2018-03-29,FMCSA-2015-0119-0012,1,federalregister
2018-03944,"Hours of Service of Drivers: Application for Exemption; G4S Secure Solutions (USA), Inc. (G4S)","Transportation Department, Federal Motor Carrier Safety Administration",2018-02-27,,,FMCSA-2017-0120-0009,0,federalregister
2018-03908,Agency Information Collection Activity: Dependents' Application for VA Education Benefits,Veterans Affairs Department,2018-02-27,,2018-04-30,VA-2018-VACO-0001-0392,0,federalregister
2018-03909,Agency Information Collection Activity: Suspension of Monthly Check,Veterans Affairs Department,2018-02-27,,2018-04-30,VA-2018-VACO-0001-0391,0,federalregister
2018-03914,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; National Blue Ribbon Schools Program,Education Department,2018-02-27,,2018-03-29,ED-2017-ICCD-0159-0004,4,federalregister
2018-03936,Notice of Intent To Grant a Partially Exclusive License,"Energy Department, Energy Department",2018-02-27,,2018-03-14,,0,federalregister
2018-03964,Agency Information Collection Activities: Proposed Collection; Comment Request; Correction,"Health and Human Services Department, Agency for Healthcare Research and Quality",2018-02-27,,2018-03-20,AHRQ-2022-0004-0675,5,federalregister
2018-03972,Agency Information Collection Activities: Proposed Collection; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2018-02-27,,2018-04-30,CMS-2018-0016-0001,2,federalregister
2018-03966,Agency Information Collection Activities: Submission for OMB Review; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2018-02-27,,2018-03-29,CMS-2018-0010-0002,0,federalregister
2018-03961,Tissue Agnostic Therapies in Oncology: Regulatory Considerations for Orphan Drug Designation; Public Workshop; Request for Comments,"Health and Human Services Department, Food and Drug Administration",2018-02-27,,2018-06-08,FDA-2018-N-0663-0001,4,federalregister
2018-03958,"Proposed Amendment of Class E Airspace; Flint, MI, and Proposed Establishment of Class E Airspace; Owosso, MI","Transportation Department, Federal Aviation Administration",2018-02-28,,2018-04-16,FAA-2018-0020-0001,0,federalregister
2018-04036,"Proposed Information Collection; Comment Request; Surveys for User Satisfaction, Impact and Needs","Commerce Department, International Trade Administration",2018-02-28,,2018-04-30,ITA_FRDOC_0001-4183,8,federalregister
2018-04046,60-Day Notice of Proposed Information Collection: Capital Needs Assessments-CNA e Tool,Housing and Urban Development Department,2018-02-28,,2018-04-30,HUD-2007-0001-0009,0,federalregister
2018-04049,60-Day Notice of Proposed Information Collection: Self-Help Homeownership Opportunity Program (SHOP),Housing and Urban Development Department,2018-02-28,,2018-02-28,HUD-2008-0009-0011,0,federalregister
2018-04043,60-Day Notice of Proposed Information Collection: Public Housing Agency Executive Compensation Information,Housing and Urban Development Department,2018-02-28,,2018-04-30,HUD-2011-0054-0009,0,federalregister
2018-04027,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Reporting Systems for Public Law 102-477 Demonstration Project,"Interior Department, Indian Affairs Bureau",2018-02-28,,2018-03-30,,0,federalregister
2018-04068,Notice To Reopen the Public Comment Period on the Western Energy Company's Rosebud Mine Area F Draft Environmental Impact Statement,"Interior Department, Surface Mining Reclamation and Enforcement Office",2018-02-28,,2018-03-05,,0,federalregister
2018-04052,Solicitation for Nominations for Members of the U.S. Preventive Services Task Force (USPSTF),"Health and Human Services Department, Agency for Healthcare Research and Quality",2018-02-28,,,AHRQ-2022-0004-0677,0,federalregister
2018-04060,30-Day Federal Register Notice-Extension of Generic Clearance for the Collection of Qualitative Feedback on Agency Service Delivery,Energy Department,2018-02-28,,2018-03-30,DOE-HQ-2018-0017-0001,2,federalregister
2018-04107,Pesticide Product Registration; Receipt of Applications for New Uses,Environmental Protection Agency,2018-02-28,,2018-03-30,EPA-HQ-OPP-2017-0665-0003,1,federalregister
2018-04056,Proposed Information Collection Request; Comment Request; Regulation of Fuels and Fuel Additives: Detergent Gasoline,Environmental Protection Agency,2018-02-28,,2018-03-30,EPA-HQ-OAR-2007-0595-0034,23,federalregister
2018-04055,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; Annual Public Water Systems Compliance Report (Renewal),Environmental Protection Agency,2018-02-28,,2018-03-30,EPA-HQ-OECA-2017-0438-0007,4,federalregister
2018-04001,Privacy Act of 1974; System of Records,Homeland Security Department,2018-02-28,,2018-03-30,DHS-2017-0075-0001,3,federalregister
2018-04070,Agency Information Collection Activities: Homeland Security Acquisition Regulation (HSAR) Regulation on Agency Protests,Homeland Security Department,2018-02-28,,2018-04-30,DHS-2018-0011-0001,7,federalregister
2018-04045,60-Day Notice of Proposed Information Collection: Choice Neighborhoods,Housing and Urban Development Department,2018-02-28,,2018-04-30,HUD-2010-0080-0011,0,federalregister
2018-04048,60-Day Notice of Proposed Information Collection: Protection and Enhancement of Environmental Quality,Housing and Urban Development Department,2018-02-28,,2018-04-30,HUD-2008-0083-0007,0,federalregister
2018-04047,60-Day Notice of Proposed Information Collection: Single Family Mortgage Insurance on Hawaiian Homelands,Housing and Urban Development Department,2018-02-28,,2018-04-30,HUD-2008-0117-0007,0,federalregister
2018-04062,Marine Mammals; File No. 21321,"Commerce Department, National Oceanic and Atmospheric Administration",2018-02-28,,2018-03-30,,0,federalregister
2018-04097,Proposed Information Collection; Comment Request; Coral Reef Conservation Program Survey,"Commerce Department, National Oceanic and Atmospheric Administration",2018-02-28,,2018-04-30,,0,federalregister
2018-04081,Agency Information Collection Activities: Comment Request,Consumer Financial Protection Bureau,2018-02-28,,2018-04-30,CFPB-2018-0008-0001,3,federalregister
2018-04009,Proposed Collection; Comment Request,Defense Department,2018-02-28,,2018-04-30,DOD-2018-OS-0006-0001,2,federalregister
2018-04008,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Annual Report on Appeals Process RSA-722,Education Department,2018-02-28,,2018-03-30,ED-2017-ICCD-0158-0005,2,federalregister
2018-04054,Petition for Exemption; Summary of Petition Received; British Embassy Defense Staff,"Transportation Department, Federal Aviation Administration",2018-02-28,,2018-03-12,FAA-2018-0292-0003,0,federalregister
2018-04064,Agency Information Collection Activities: Request for Comments for a New Information Collection,"Transportation Department, Federal Highway Administration",2018-02-28,,2018-04-30,FHWA-2018-0013-0001,1,federalregister
2018-03987,"Reports, Forms, and Record Keeping Requirements","Transportation Department, National Highway Traffic Safety Administration",2018-02-28,,2018-04-30,NHTSA-2018-0019-0001,0,federalregister
2018-04095,Proposed Collection; Comment Request on Information Collection Tools Relating to the Offshore Voluntary Disclosure Program (OVDP),"Treasury Department, Internal Revenue Service",2018-02-28,,2018-04-30,,0,federalregister
2018-04099,Proposed Collection; Comment Request for Form 8904,"Treasury Department, Internal Revenue Service",2018-02-28,,2018-04-30,,0,federalregister
2018-04040,Agency Information Collection Activities; Policy for Evaluation of Conservation Efforts When Making Listing Decisions (PECE),"Interior Department, Fish and Wildlife Service",2018-02-28,,2018-04-30,,0,federalregister
2018-04030,Special Regulations of the National Park Service; Glen Canyon National Recreation Area; Motor Vehicles,"Interior Department, National Park Service",2018-02-28,,2018-04-30,NPS-2018-0001-0001,6097,federalregister
2018-04063,Removing Regulatory Barriers for Vehicles With Automated Driving Systems; Extension of Comment Period,"Transportation Department, National Highway Traffic Safety Administration",2018-02-28,,2018-03-20,NHTSA-2018-0009-0008,54,federalregister
2018-04077,Proposed Information Collection; Comment Request; Quarterly Financial Report,"Commerce Department, Census Bureau",2018-02-28,,2018-04-30,,0,federalregister
2018-04022,Notice of Relocation; Change of Physical Address for the Federal Aviation Administration Northwest Mountain Regional Office,"Transportation Department, Federal Aviation Administration",2018-02-28,,,FAA-2018-0116-0001,0,federalregister
2018-04078,Renewal of Currently Approved Information Collection: Comment Request for Application for Intellectual Property Use Forms,"Treasury Department, United States Mint",2018-02-28,,2018-04-30,,0,federalregister
2018-04069,Notice of Proposed Information Collection Requests: 2019-2021 IMLS Grants to States Program “State Program Reporting System”,"National Foundation on the Arts and the Humanities, Institute of Museum and Library Services",2018-02-28,,2018-04-27,,0,federalregister
2018-04058,Dietary Guidelines for Americans: Request for Comments on Topics and Questions,"Agriculture Department, Health and Human Services Department",2018-02-28,,2018-03-30,FNS-2018-0005-0001,6069,federalregister
2018-04053,60-Day Notice of Proposed Information Collection; Application for Displacement/Relocation/Temporary Relocation Assistance for Persons,Housing and Urban Development Department,2018-02-28,,2018-04-30,HUD-2008-0076-0006,0,federalregister
2018-04044,National Register of Historic Places; Notification of Pending Nominations and Related Actions,"Interior Department, National Park Service",2018-02-28,,2018-03-15,,0,federalregister
2018-04170,"Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; 30 CFR 551, Geological and Geophysical Explorations of the Outer Continental Shelf","Interior Department, Ocean Energy Management Bureau",2018-02-28,,2018-03-30,BOEM-2017-0016-0028,7,federalregister
2018-04025,"Telomerase Activation Sciences, Inc. and Noel Thomas Patton; Analysis To Aid Public Comment",Federal Trade Commission,2018-02-28,,2018-03-23,FTC-2018-0020-0001,1,federalregister
2018-04050,Request for Information Regarding Patient-Reported Outcome Measures,"Health and Human Services Department, Agency for Healthcare Research and Quality",2018-02-28,,,AHRQ-2022-0004-0676,0,federalregister
2018-04061,Agency Information Collection Activities: Proposed Collection; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2018-02-28,,2018-04-30,CMS-2018-0026-0001,2,federalregister
