document_number,title,agency,publication_date,comment_url,comments_close_on,regs_document_id,comment_count,source
2020-07038,Notice of Receipt of Requests To Voluntarily Cancel Certain Pesticide Registrations,Environmental Protection Agency,2020-04-03,,2020-09-30,EPA-HQ-OPP-2020-0144-0001,0,federalregister
2020-06663,"List of Approved Spent Fuel Storage Casks: TN Americas LLC NUHOMS® EOS Dry Spent Fuel Storage System, Certificate of Compliance No. 1042, Amendment No. 1",Nuclear Regulatory Commission,2020-04-03,,2020-05-04,NRC-2019-0224-0002,0,federalregister
2020-07033,Proposed Collection; Comment Request,Federal Housing Finance Agency,2020-04-03,,2020-05-04,FHFA-2020-0010-0001,0,federalregister
2020-06948,Proposed Data Collection Submitted for Public Comment and Recommendations,"Health and Human Services Department, Centers for Disease Control and Prevention",2020-04-03,,2020-06-02,,0,federalregister
2020-06986,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Recommendations To Reduce the Risk of Transfusion-Transmitted of Infection in Whole Blood and Blood Components; Agency Guidance,"Health and Human Services Department, Food and Drug Administration",2020-04-03,,2020-05-04,FDA-2019-N-5971-0002,1,federalregister
2020-06996,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Certification of Identity for Freedom of Information Act and Privacy Act Requests,"Health and Human Services Department, Food and Drug Administration",2020-04-03,,2020-05-04,FDA-2016-N-2066-0006,0,federalregister
2020-06981,"Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Human Cells, Tissues, and Cellular and Tissue-Based Products: Establishment Registration and Listing; Eligibility Determination for Donors; and Current Good Tissue Practice","Health and Human Services Department, Food and Drug Administration",2020-04-03,,2020-05-04,FDA-2013-N-0731-0010,0,federalregister
2020-07030,Procurement List; Proposed Additions and Deletions,Committee for Purchase From People Who Are Blind or Severely Disabled,2020-04-03,,2020-05-03,CPPBSD-2020-0028-0001,0,federalregister
2020-06944,Commission Agenda and Priorities; Notice of Extension of Time for Comments,Consumer Product Safety Commission,2020-04-03,,2020-05-01,CPSC-2020-0009-0005,5,federalregister
2020-06950,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and approval; Comment Request; William D. Ford Federal Direct Loan Program-150% Limitation,Education Department,2020-04-03,,2020-05-04,ED-2020-SCC-0017-0005,1,federalregister
2020-06982,Agency Information Collection Activities; Proposed Collection; Comment Request; Cosmetic Labeling Regulations and Voluntary Cosmetic Registration Program,"Health and Human Services Department, Food and Drug Administration",2020-04-03,,2020-06-02,FDA-2008-N-0490-0006,1,federalregister
2020-07053,Proposed Flood Hazard Determinations,"Homeland Security Department, Federal Emergency Management Agency",2020-04-03,,2020-07-02,FEMA-2020-0002-0033,0,federalregister
2020-06933,Notice of the President's National Infrastructure Advisory Council Meeting,Homeland Security Department,2020-04-03,,,CISA-2020-0004-0001,3,federalregister
2020-06961,"Block 12 Development Project, Kern County, California; Draft Environmental Assessment and Draft Habitat Conservation Plan; Reopening of Public Comment Period","Interior Department, Fish and Wildlife Service",2020-04-03,,2020-04-17,,0,federalregister
2020-07042,Pesticide Product Registration; Receipt of Applications for New Uses,Environmental Protection Agency,2020-04-03,,2020-05-04,EPA-HQ-OPP-2019-0665-0001,0,federalregister
2020-06973,"Asbestos; Draft Toxic Substances Control Act (TSCA) Risk Evaluation and TSCA Science Advisory Committee on Chemicals (SACC) Meetings; Notice of Availability, Public Meetings, and Request for Comment",Environmental Protection Agency,2020-04-03,,,EPA-HQ-OPPT-2019-0501-0001,92,federalregister
2020-07036,Information Collection Being Reviewed by the Federal Communications Commission,Federal Communications Commission,2020-04-03,,2020-06-02,FCC-2020-0140-0001,0,federalregister
2020-06569,Unlicensed White Space Device Operations in the Television Bands,Federal Communications Commission,2020-04-03,,2020-06-02,FCC-2020-0141-0001,0,federalregister
2020-06938,New Postal Products,Postal Regulatory Commission,2020-04-03,,2020-04-06,,0,federalregister
2020-06988,Agency Information Collection Activity: (Request for Disinterment),Veterans Affairs Department,2020-04-03,,,VA-2020-VACO-0001-0043,0,federalregister
2020-06886,"Inspection, Repair and Maintenance; Inspector Qualifications; Application for an Exemption From the Intermodal Association of North America (IANA)","Transportation Department, Federal Motor Carrier Safety Administration",2020-04-03,https://www.regulations.gov/commenton/FMCSA-2020-0081-0001,2020-05-04,FMCSA-2020-0081-0001,16,federalregister
2020-06935,"Notice of Availability of the Federal Aviation Administration Finding of No Significant Impact and Record of Decision for Establishing the Playas Temporary Military Operations Area, and the Adoption of the United States Air Force, Davis-Monthan Air Force Base Personnel Recovery Training Program Environmental Assessment","Transportation Department, Federal Aviation Administration",2020-04-03,https://www.regulations.gov/commenton/FAA-2013-0259-2820,,FAA-2013-0259-2820,0,federalregister
2020-07004,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel WIDGEON (Motor Vessel); Invitation for Public Comments,"Transportation Department, Maritime Administration",2020-04-03,https://www.regulations.gov/commenton/MARAD-2020-0060-0001,2020-05-04,MARAD-2020-0060-0001,0,federalregister
2020-07002,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel MASTIVIA (Motor Vessel); Invitation for Public Comments,"Transportation Department, Maritime Administration",2020-04-03,https://www.regulations.gov/commenton/MARAD-2020-0058-0001,2020-05-04,MARAD-2020-0058-0001,0,federalregister
2020-06936,"Lake Charles Exports, LLC; Application To Amend Existing Long-Term Authorizations To Export Liquefied Natural Gas to Non-Free Trade Agreement Countries",Energy Department,2020-04-03,,2020-04-20,DOE-HQ-2020-0020-0001,1,federalregister
2020-06937,"Lake Charles LNG Export Company, LLC; Application To Amend Existing Long-Term Authorizations To Export Liquefied Natural Gas to Non-Free Trade Agreement Countries",Energy Department,2020-04-03,,2020-04-20,DOE-HQ-2020-0019-0001,3,federalregister
2020-06940,Proposed Data Collection Submitted for Public Comment and Recommendations,"Health and Human Services Department, Agency for Toxic Substances and Disease Registry",2020-04-03,,2020-06-02,,0,federalregister
2020-06992,Agency Information Collection Activities; Proposed Collection; Comment Request; Generic Clearance for the Collection of Qualitative Feedback on Agency Service Delivery,"Health and Human Services Department, Food and Drug Administration",2020-04-03,,2020-06-02,FDA-2014-N-0487-0006,2,federalregister
2020-06983,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Special Protocol Assessment; Guidance for Industry,"Health and Human Services Department, Food and Drug Administration",2020-04-03,,2020-05-04,FDA-2016-N-3535-0007,0,federalregister
2020-06965,Privacy Act of 1974; System of Records,Defense Department,2020-04-03,,2020-05-04,DOD-2020-OS-0039-0001,0,federalregister
2020-07016,Medical Device User Fee Amendments for Fiscal Years 2023 Through 2027; Public Meeting; Request for Comments,"Health and Human Services Department, Food and Drug Administration",2020-04-03,,2020-06-05,FDA-2020-N-0907-0003,0,federalregister
2020-07007,"Agency Information Collection Activities; Proposed Collection; Comment Request; Food Canning Establishment Registration, Process Filing, and Recordkeeping for Acidified Foods and Thermally Processed Low-Acid Foods in Hermetically Sealed Containers","Health and Human Services Department, Food and Drug Administration",2020-04-03,,2020-06-02,FDA-2013-N-1119-0013,0,federalregister
2020-07000,"Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Good Manufacturing Practice in Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements","Health and Human Services Department, Food and Drug Administration",2020-04-03,,2020-05-04,FDA-2013-N-1619-0014,0,federalregister
2020-07041,Merchant Mariner Medical Advisory Committee; April 2020 Teleconference,"Homeland Security Department, Coast Guard",2020-04-03,,,USCG-2020-0095-0001,1,federalregister
2020-06964,National Boating Safety Advisory Council; April 2020 Teleconference,"Homeland Security Department, Coast Guard",2020-04-03,,,USCG-2010-0164-0039,2,federalregister
2020-06980,"DeChaux Habitat Conservation Plan for the Yelm Subspecies of the Mazama Pocket Gopher, Thurston County, Washington; Categorical Exclusion","Interior Department, Fish and Wildlife Service",2020-04-03,,2020-05-04,,0,federalregister
2020-06953,"Tribal Consultation Regarding the Indian Employment, Training, and Related Services Demonstration Act","Interior Department, Indian Affairs Bureau",2020-04-03,,2020-04-15,,0,federalregister
2020-06932,Information Collection Being Submitted for Review and Approval to Office of Management and Budget,Federal Communications Commission,2020-04-03,,2020-05-04,FCC-2020-0143-0001,0,federalregister
2020-06142,Safety Standard for Crib Bumpers/Liners,Consumer Product Safety Commission,2020-04-03,,2020-06-17,CPSC-2020-0010-0001,30,federalregister
2020-06952,Proposed Renewal of Information Collection; Online Architectural Barriers Act (ABA) Complaint Form,Architectural and Transportation Barriers Compliance Board,2020-04-03,,2020-06-02,ATBCB-2020-0003-0001,2,federalregister
2020-07035,Agency Information Collection Activities: Proposed Collection; Comment Request,National Credit Union Administration,2020-04-03,,2020-06-02,NCUA_FRDOC_0001-0112,0,federalregister
2020-07040,"Request for Information-Interagency Arctic Research Policy Committee, Chaired by the National Science Foundation",National Science Foundation,2020-04-03,,2020-07-02,NSF_FRDOC_0001-2480,4,federalregister
2020-07029,Agency Information Collection Activity: Principles of Excellence Complaint System Intake,Veterans Affairs Department,2020-04-03,,2020-06-02,VA-2020-VACO-0001-0042,4,federalregister
2020-06971,"Agency Information Collection Activity: Report and Certification of Loan Disbursement, Request for Verification of Employment and Request for Verification of Deposit",Veterans Affairs Department,2020-04-03,,2020-05-04,VA-2020-VACO-0001-0041,0,federalregister
2020-07037,Information Collection Being Reviewed by the Federal Communications Commission Under Delegated Authority,Federal Communications Commission,2020-04-03,,2020-06-02,FCC-2020-0139-0001,0,federalregister
2020-07118,Qualification of Drivers; Exemption Applications; Hearing,"Transportation Department, Federal Motor Carrier Safety Administration",2020-04-06,https://www.regulations.gov/commenton/FMCSA-2015-0327-0006,,FMCSA-2015-0327-0006,0,federalregister
2020-07146,Notice of Request for Revision to and Extension of Approval of an Information Collection; Importation of Beef and Ovine Meat From Uruguay and Beef From Argentina and Brazil,"Agriculture Department, Animal and Plant Health Inspection Service",2020-04-06,,2020-06-05,APHIS-2020-0002-0001,0,federalregister
2020-07154,Boulder Canyon Project,"Energy Department, Western Area Power Administration",2020-04-06,,2020-07-06,WAPA_FRDOC_0001-0304,0,federalregister
2020-07135,Pesticide Reregistration Performance Measures and Goals; Annual Progress Report; Notice of Availability,Environmental Protection Agency,2020-04-06,,2020-06-05,EPA-HQ-OPP-2014-0125-0006,0,federalregister
2020-07047,Airworthiness Directives; Sikorsky Aircraft Corporation Helicopters,"Transportation Department, Federal Aviation Administration",2020-04-06,https://www.regulations.gov/commenton/FAA-2020-0212-0001,2020-05-21,FAA-2020-0212-0001,0,federalregister
2020-06966,Human Exposure to Radiofrequency Electromagnetic Fields,Federal Communications Commission,2020-04-06,,2020-05-06,FCC-2020-0136-0002,0,federalregister
2020-07061,Fisheries of the Northeastern United States; Recreational Management Measures for the Summer Flounder Fishery; Fishing Year 2020,"Commerce Department, National Oceanic and Atmospheric Administration",2020-04-06,,2020-04-21,NOAA-NMFS-2020-0033-0001,5,federalregister
2020-07101,"Public Notice for Waiver of Aeronautical Land Use Assurance; Arlington Municipal Airport, Arlington, WA","Transportation Department, Federal Aviation Administration",2020-04-06,https://www.regulations.gov/commenton/FAA-2013-0259-2823,,FAA-2013-0259-2823,2,federalregister
2020-07127,Notice of Final Federal Agency Actions on Proposed Highway in Utah,"Transportation Department, Federal Highway Administration",2020-04-06,https://www.regulations.gov/commenton/FHWA-2013-0002-0703,,FHWA-2013-0002-0703,0,federalregister
2020-07062,Proposed Extension of Information Collection; Qualification/Certification Program Request for MSHA Individual Identification Number (MIIN),"Labor Department, Mine Safety and Health Administration",2020-04-06,,2020-06-05,MSHA-2020-0009-0001,0,federalregister
2020-07156,Agency Information Collection Activities: Comment Request; Survey of Graduate Students and Postdoctorates in Science and Engineering,National Science Foundation,2020-04-06,,2020-06-05,NSF_FRDOC_0001-2481,0,federalregister
2020-07121,Qualification of Drivers; Exemption Applications; Epilepsy and Seizure Disorders,"Transportation Department, Federal Motor Carrier Safety Administration",2020-04-06,https://www.regulations.gov/commenton/FMCSA-2017-0253-0004,,FMCSA-2017-0253-0004,0,federalregister
2020-07122,Qualification of Drivers; Exemption Applications; Hearing,"Transportation Department, Federal Motor Carrier Safety Administration",2020-04-06,https://www.regulations.gov/commenton/FMCSA-2017-0059-0004,2020-05-06,FMCSA-2012-0123-0016,0,federalregister
2020-07119,Qualification of Drivers; Exemption Applications; Vision,"Transportation Department, Federal Motor Carrier Safety Administration",2020-04-06,https://www.regulations.gov/commenton/FMCSA-2020-0006-0001,2020-05-06,FMCSA-2020-0006-0001,0,federalregister
2020-07123,Qualification of Drivers; Exemption Applications; Epilepsy and Seizure Disorders,"Transportation Department, Federal Motor Carrier Safety Administration",2020-04-06,https://www.regulations.gov/commenton/FMCSA-2015-0119-0020,,FMCSA-2015-0119-0020,0,federalregister
2020-07086,"Airworthiness Directives; Bell Textron, Inc. (Type Certificate Previously Held by Bell Helicopter Textron, Inc.) Helicopters","Transportation Department, Federal Aviation Administration",2020-04-06,https://www.regulations.gov/commenton/FAA-2018-0598-0001,2020-05-21,FAA-2018-0598-0001,0,federalregister
2020-07171,Laboratory Accreditation for Analyses of Foods; Extension of Comment Period,"Health and Human Services Department, Food and Drug Administration",2020-04-06,,2020-07-06,FDA-2019-N-3325-0088,0,federalregister
2020-06810,Air Plan Approval; New Hampshire; Negative Declaration for the Oil and Gas Industry,Environmental Protection Agency,2020-04-06,,2020-05-06,EPA-R01-OAR-2020-0150-0003,1,federalregister
2020-07070,Magnuson-Stevens Act Provisions; Fisheries of the Northeastern United States; Northeast Multispecies Fishery; Removal of Regulations Implementing the Closed Area I Hook Gear Haddock Special Access Program,"Commerce Department, National Oceanic and Atmospheric Administration",2020-04-06,,2020-05-06,NOAA-NMFS-2019-0104-0001,4,federalregister
2020-07136,Proposed Information Collection; Comment Request; Five-Year Records Retention Requirement for Export Transactions and Boycott Actions,"Commerce Department, Industry and Security Bureau",2020-04-06,,2020-06-05,,0,federalregister
2020-07170,Federal-Mogul Motorparts LLC; Analysis to Aid Public Comment,Federal Trade Commission,2020-04-06,,2020-05-06,FTC-2020-0028-0001,1,federalregister
2020-07175,Assessing the Resource Needs of the Prescription Drug User Fee Act and Biosimilar User Fee Act; Publication of Report; Request for Comments,"Health and Human Services Department, Food and Drug Administration",2020-04-06,https://www.regulations.gov/commenton/FDA-2020-N-0989-0001,2020-05-06,FDA-2020-N-0989-0001,1,federalregister
2020-07056,Agency Information Collection Request; 60-Day Public Comment Request,Health and Human Services Department,2020-04-06,,2020-06-05,,0,federalregister
2020-07071,Agency Information Collection Activities: Requests for Comments; Clearance of a Renewed Approval of Information Collection: Extended Operations (ETOPS) of Multi-Engine Airplanes,"Transportation Department, Federal Aviation Administration",2020-04-06,https://www.regulations.gov/commenton/FAA-2020-0059-0002,2020-05-06,FAA-2020-0059-0002,0,federalregister
2020-07145,Buy America Waiver Notification,"Transportation Department, Federal Highway Administration",2020-04-06,https://www.regulations.gov/commenton/FHWA-2013-0002-0702,,FHWA-2013-0002-0702,0,federalregister
2020-07124,New Postal Products,Postal Regulatory Commission,2020-04-06,,2020-04-08,,0,federalregister
2020-07059,30-Day Notice of Proposed Information Collection: Youth Homelessness Demonstration Application,Housing and Urban Development Department,2020-04-06,,2020-05-06,HUD-2016-0097-0004,0,federalregister
2020-07160,Agency Information Collection Activities; Proposed eCollection eComments Requested; Request for ATF Background Investigation Information-ATF Form 8620.65,"Justice Department, Alcohol, Tobacco, Firearms, and Explosives Bureau",2020-04-06,,2020-05-06,,0,federalregister
2020-07161,Agency Information Collection Activities; Proposed eCollection eComments Requested; Application for Alternate Means of Identification of Firearm(s) (Marking Variance)-ATF Form 3311.4,"Justice Department, Alcohol, Tobacco, Firearms, and Explosives Bureau",2020-04-06,,2020-05-06,,0,federalregister
2020-07162,Agency Information Collection Activities; Proposed eCollection eComments Requested; Initial Suitability Request-ATF 3252.4,"Justice Department, Alcohol, Tobacco, Firearms, and Explosives Bureau",2020-04-06,,2020-05-06,,0,federalregister
2020-07063,Petitions for Modification of Application of Existing Mandatory Safety Standards,"Labor Department, Mine Safety and Health Administration",2020-04-06,,2020-05-06,MSHA-2020-0015-0001,0,federalregister
2020-07116,Qualification of Drivers; Exemption Applications; Epilepsy and Seizure Disorders,"Transportation Department, Federal Motor Carrier Safety Administration",2020-04-06,https://www.regulations.gov/commenton/FMCSA-2017-0254-0003,2020-05-06,FMCSA-2017-0254-0003,0,federalregister
2020-07117,Qualification of Drivers; Exemption Applications; Epilepsy and Seizure Disorders,"Transportation Department, Federal Motor Carrier Safety Administration",2020-04-06,https://www.regulations.gov/commenton/FMCSA-2018-0050-0004,2020-05-06,FMCSA-2018-0050-0004,0,federalregister
2020-07125,Agency Information Collection Activities: Information Collection Renewal; Submission for OMB Review; Retail Foreign Exchange Transactions,"Treasury Department, Comptroller of the Currency",2020-04-06,,2020-05-06,,0,federalregister
2020-07286,Qualification of Drivers; Exemption Applications; Hearing,"Transportation Department, Federal Motor Carrier Safety Administration",2020-04-07,https://www.regulations.gov/commenton/FMCSA-2013-0126-0005,2020-05-07,FMCSA-2013-0124-0018,0,federalregister
2020-07218,Magnuson-Stevens Act Provisions; General Provisions for Domestic Fisheries; Application for Exempted Fishing Permit,"Commerce Department, National Oceanic and Atmospheric Administration",2020-04-07,,2020-04-22,,0,federalregister
2020-07275,Agency Information Collection Activities; Proposed Collection; Comment Request; Recordkeeping and Records Access Requirements for Food Facilities,"Health and Human Services Department, Food and Drug Administration",2020-04-07,,2020-06-08,FDA-2011-N-0016-0011,0,federalregister
2020-07270,Agency Information Collection Activities: Proposed Collection; Comment Request; Residential Basement Floodproofing Certification,"Homeland Security Department, Federal Emergency Management Agency",2020-04-07,,2020-06-08,FEMA-2020-0010-0001,4,federalregister
2020-07277,Bulk Manufacturer of Controlled Substances Application: American Radiolabeled Chem,"Justice Department, Drug Enforcement Administration",2020-04-07,,2020-06-08,,0,federalregister
2020-07279,Bulk Manufacturer of Controlled Substances Application: Benuvia Therapeutics Inc.,"Justice Department, Drug Enforcement Administration",2020-04-07,,2020-06-08,,0,federalregister
2020-07282,Qualification of Drivers; Exemption Applications; Hearing,"Transportation Department, Federal Motor Carrier Safety Administration",2020-04-07,https://www.regulations.gov/commenton/FMCSA-2012-0154-0627,,FMCSA-2012-0154-0627,0,federalregister
2020-07281,Qualification of Drivers; Exemption Applications; Vision,"Transportation Department, Federal Motor Carrier Safety Administration",2020-04-07,https://www.regulations.gov/commenton/FMCSA-1999-5748-0127,,FMCSA-2013-0170-0035,0,federalregister
2020-07289,Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to a Marine Geophysical Survey in the Northeast Pacific Ocean,"Commerce Department, National Oceanic and Atmospheric Administration",2020-04-07,,2020-05-07,,0,federalregister
2020-07095,"Schedules of Controlled Substances: Placement of 4,4′-DMAR in Schedule I","Justice Department, Drug Enforcement Administration",2020-04-07,,2020-06-08,DEA-2020-0009-0001,2,federalregister
2020-07005,"Finding of Failure To Attain the 1987 24-Hour PM10 Standard; Reclassification as Serious Nonattainment; Pinal County, Arizona",Environmental Protection Agency,2020-04-07,,2020-05-07,EPA-R09-OAR-2020-0151-0001,1,federalregister
2020-06930,National Emission Standards for Hazardous Air Pollutants: Phosphoric Acid Manufacturing,Environmental Protection Agency,2020-04-07,,2020-05-22,EPA-HQ-OAR-2020-0016-0001,7,federalregister
2020-06624,Biweekly Notice; Applications and Amendments to Facility Operating Licenses and Combined Licenses Involving No Significant Hazards Considerations,Nuclear Regulatory Commission,2020-04-07,,2020-05-07,NRC-2020-0084-0001,0,federalregister
2020-07238,"Submission for Review: 3206-0194, Annuity Supplement Earnings Report, RI 92-22",Personnel Management Office,2020-04-07,,2020-06-08,OPM_FRDOC_0001-1588,5,federalregister
2020-07183,Agency Information Collection Activities: Proposed Request and Comment Request,Social Security Administration,2020-04-07,,,SSA-2020-0015-0001,0,federalregister
2020-07245,60-Day Notice of Proposed Information Collection: State Assistance Management System (SAMS) Domestic Results Monitoring Module and NEA/AC Online Performance Reporting System (ACPRS),State Department,2020-04-07,,2020-06-08,DOS-2020-0001-0001,6,federalregister
2020-07283,Qualification of Drivers; Exemption Applications; Implantable Cardioverter Defibrillator (ICD),"Transportation Department, Federal Motor Carrier Safety Administration",2020-04-07,https://www.regulations.gov/commenton/FMCSA-2019-0230-0008,,FMCSA-2019-0230-0008,0,federalregister
2020-07222,Agency Information Collection Activities; Extension of a Currently-Approved Information Collection Request: Hazardous Materials Safety Permits,"Transportation Department, Federal Motor Carrier Safety Administration",2020-04-07,https://www.regulations.gov/commenton/FMCSA-2019-0242-0003,2020-05-07,FMCSA-2019-0242-0003,1,federalregister
2020-07221,Agency Information Collection Activities; Revision of an Approved Information Collection: Training Certification for Entry-Level Commercial Motor Vehicle Operators,"Transportation Department, Federal Motor Carrier Safety Administration",2020-04-07,https://www.regulations.gov/commenton/FMCSA-2019-0157-0003,2020-05-07,FMCSA-2019-0157-0003,1,federalregister
2020-07284,Qualification of Drivers; Exemption Applications; Hearing,"Transportation Department, Federal Motor Carrier Safety Administration",2020-04-07,https://www.regulations.gov/commenton/FMCSA-2020-0024-0001,2020-05-07,FMCSA-2020-0024-0001,1,federalregister
2020-07269,Agency Information Collection Activities; Proposed Collection; Comment Request,Federal Trade Commission,2020-04-07,,2020-06-08,FTC-2020-0029-0001,1,federalregister
2020-07310,"Williams-Sonoma, Inc.; Analysis To Aid Public Comment",Federal Trade Commission,2020-04-07,,2020-05-07,FTC-2020-0030-0001,7,federalregister
2020-07272,Information Collection; Payments to Small Business Subcontractors,"Defense Department, General Services Administration, National Aeronautics and Space Administration",2020-04-07,,2020-05-07,FAR-2020-0053-0003,0,federalregister
2020-07300,Agency Information Collection Activities; Comment Request,"Labor Department, Employment and Training Administration",2020-04-07,,2020-06-08,,0,federalregister
2020-07307,Release of Patients Administered Radioactive Material,Nuclear Regulatory Commission,2020-04-07,,,NRC-2019-0154-0021,0,federalregister
2020-07236,"Submission for Review: 3206-0138, Reinstatement of Disability Annuity Previously Terminated Because of Restoration to Earning Capacity, RI 30-9",Personnel Management Office,2020-04-07,,2020-06-08,OPM_FRDOC_0001-1590,0,federalregister
2020-07235,"Submission for Review: 3206-0143, Request to Disability Annuitant for Information on Physical Condition and Employment, RI 30-1",Personnel Management Office,2020-04-07,,2020-06-08,OPM_FRDOC_0001-1589,1,federalregister
2020-07285,Qualification of Drivers; Exemption Applications; Epilepsy and Seizure Disorders,"Transportation Department, Federal Motor Carrier Safety Administration",2020-04-07,https://www.regulations.gov/commenton/FMCSA-2020-0046-0001,2020-05-07,FMCSA-2020-0046-0001,0,federalregister
2020-07217,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Application Instructions for AmeriCorps State and National Competitive New and Continuation,Corporation for National and Community Service,2020-04-07,,2020-06-08,CNCS-2020-0006-0001,0,federalregister
2020-07193,Existing Comprehensive Procurement Guideline Designations and Recovered Materials Advisory Notice Recommendations: Request for Comments,Environmental Protection Agency,2020-04-07,,2020-07-06,EPA-HQ-OLEM-2019-0589-0001,407,federalregister
2020-07201,FY2020 Supplemental Funding for Brownfields Revolving Loan Fund (RLF) Grantees; Extension of Application Period,Environmental Protection Agency,2020-04-07,,2020-04-22,EPA_FRDOC_0001-25265,0,federalregister
2020-07210,Information Collection Being Reviewed by the Federal Communications Commission,Federal Communications Commission,2020-04-07,,2020-06-08,FCC-2020-0144-0001,0,federalregister
2020-07208,Information Collection Being Submitted for Review and Approval to Office of Management and Budget,Federal Communications Commission,2020-04-07,,2020-05-07,FCC-2020-0147-0001,0,federalregister
2020-07211,Information Collection Being Submitted for Review and Approval to Office of Management and Budget,Federal Communications Commission,2020-04-07,,2020-05-07,FCC-2020-0145-0001,0,federalregister
2020-07209,Information Collection Being Reviewed by the Federal Communications Commission Under Delegated Authority,Federal Communications Commission,2020-04-07,,2020-06-08,FCC-2020-0146-0001,0,federalregister
2020-07311,"Ortho-Clinical Diagnostics, Inc.; Analysis of Proposed Consent Order To Aid Public Comment",Federal Trade Commission,2020-04-07,,2020-05-07,FTC-2020-0031-0001,2,federalregister
2020-07271,Submission for OMB Review; Examination of Records by Comptroller General and Contract Audit,"Defense Department, General Services Administration, National Aeronautics and Space Administration",2020-04-07,,2020-05-07,DOD-2020-OS-0002-0009,0,federalregister
2020-07181,Agency Information Collection Activities: Submission for OMB Review; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2020-04-07,,2020-05-07,CMS-2019-0165-0008,0,federalregister
2020-07185,Agency Information Collection Activities: Proposed Collection; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2020-04-07,,2020-06-08,CMS-2020-0034-0001,0,federalregister
2020-07247,"Agency Information Collection Activities: Submission to OMB for Review and Approval; Public Comment Request; AIDS Drug Assistance Program Data Report ADR, OMB No. 0915-0345-Revision","Health and Human Services Department, Health Resources and Services Administration",2020-04-07,,2020-05-07,,0,federalregister
2020-07246,"Agency Information Collection Activities; Extension, Without Change, of a Currently Approved Collection: Generic Clearance for the Collection of Qualitative Feedback on Agency Service Delivery","Homeland Security Department, U.S. Citizenship and Immigration Services",2020-04-07,,2020-06-08,USCIS-2014-0008-0009,0,federalregister
2020-07257,30-Day Notice of Proposed Information Collection: Environmental Review Procedures for Entities Assuming HUD Environmental Responsibilities; OMB Control No. 2506-0087,Housing and Urban Development Department,2020-04-07,,2020-05-07,HUD-2011-0019-0005,0,federalregister
2020-07273,Importer of Controlled Substances Application: Almac Clinical Services Incorp (ACSI),"Justice Department, Drug Enforcement Administration",2020-04-07,,2020-05-07,,0,federalregister
2020-07167,National Wildlife Refuge System; Use of Electric Bicycles,"Interior Department, Fish and Wildlife Service",2020-04-07,,2020-06-08,FWS-HQ-NWRS-2019-0109-0001,16083,federalregister
2020-07215,Notice of Request for Approval of an Information Collection,Agriculture Department,2020-04-07,,2020-06-08,USDA_FRDOC_0001-2215,1,federalregister
2020-07168,Airworthiness Directives; McCauley Propeller Systems Governors,"Transportation Department, Federal Aviation Administration",2020-04-07,https://www.regulations.gov/commenton/FAA-2020-0320-0001,2020-05-22,FAA-2020-0320-0001,5,federalregister
2020-07341,Fire Protection Compensatory Measures,Nuclear Regulatory Commission,2020-04-08,,,,0,federalregister
2020-07244,"Special Local Regulation; USA Triathlon, Milwaukee Harbor, Milwaukee, WI","Homeland Security Department, Coast Guard",2020-04-08,,2020-05-08,USCG-2020-0207-0001,5,federalregister
2020-06724,Defense Federal Acquisition Regulation Supplement: Expediting Contract Closeout (DFARS Case 2017-D042),"Defense Department, Defense Acquisition Regulations System",2020-04-08,,2020-06-08,DARS-2019-0047-0001,4,federalregister
2020-07391,Magnuson-Stevens Act Provisions; General Provisions for Domestic Fisheries; Application for Exempted Fishing Permits,"Commerce Department, National Oceanic and Atmospheric Administration",2020-04-08,,2020-04-23,,0,federalregister
2020-07392,Magnuson-Stevens Act Provisions; General Provisions for Domestic Fisheries; Application for Exempted Fishing Permits,"Commerce Department, National Oceanic and Atmospheric Administration",2020-04-08,,2020-04-23,,0,federalregister
2020-07371,Agency Information Collection Activities: Submission for OMB Review; Comment Request,National Archives and Records Administration,2020-04-08,,2020-05-08,NARA_FRDOC_0001-0807,1,federalregister
2020-05912,Privacy Act of 1974; System of Records,Environmental Protection Agency,2020-04-08,,2020-05-08,EPA-HQ-OEI-2011-0359-0002,0,federalregister
2020-07318,"Pyridate; Receipt of Applications for Emergency Exemption, Solicitation of Public Comment",Environmental Protection Agency,2020-04-08,,2020-04-23,EPA-HQ-OPP-2020-0035-0001,2,federalregister
2020-07347,Privacy Act of 1974; Matching Program,Social Security Administration,2020-04-08,,2020-05-27,SSA-2019-0056-0001,2,federalregister
