document_number,title,agency,publication_date,comment_url,comments_close_on,regs_document_id,comment_count,source
2017-02884,New Postal Products,Postal Regulatory Commission,2017-02-13,,2017-02-15,,0,federalregister
2017-02870,Notice of Availability of Proposed Changes to the National Poultry Improvement Plan Program Standards,"Agriculture Department, Animal and Plant Health Inspection Service",2017-02-13,,2017-03-15,APHIS-2016-0103-0001,0,federalregister
2017-02871,Plant Pest Regulations; Update of Provisions,"Agriculture Department, Animal and Plant Health Inspection Service",2017-02-13,,2017-04-19,APHIS-2008-0076-0040,0,federalregister
2017-02717,Fee-Generating Cases,Legal Services Corporation,2017-02-13,,2017-03-15,LSC-2017-0007-0001,0,federalregister
2017-02877,Passenger Equipment Safety Standards; Standards for Alternative Compliance and High-Speed Trainsets,"Transportation Department, Federal Railroad Administration",2017-02-13,,2017-03-21,FRA-2013-0060-0007,5,federalregister
2017-02868,Notice of Request for Reinstatement of an Information Collection; Federal Plant Pest and Noxious Weeds Regulations,"Agriculture Department, Animal and Plant Health Inspection Service",2017-02-13,,2017-04-14,APHIS-2017-0003-0001,1,federalregister
2017-02886,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Formaldehyde Standard,Labor Department,2017-02-13,,2017-03-15,DOL_FRDOC_0001-0994,13,federalregister
2017-02887,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Workforce Information Grants to States,Labor Department,2017-02-13,,2017-03-15,DOL_FRDOC_0001-0993,0,federalregister
2017-02855,Notice and Request for Comments-LSC Merger of Service Areas in New Jersey,Legal Services Corporation,2017-02-13,,2017-03-15,LSC-2017-0006-0001,0,federalregister
2017-02862,Notice of Proposed Information Collection Requests: Maker/STEM Education Support for 21st Century Community Learning Centers Program Evaluation,"National Foundation on the Arts and the Humanities, Institute of Museum and Library Services",2017-02-13,,2017-04-10,,0,federalregister
2017-02866,Initiatives To Address Gas Accumulation Following Generic Letter 2008-01,Nuclear Regulatory Commission,2017-02-13,,2017-03-15,NRC-2017-0040-0001,3,federalregister
2017-02795,Biweekly Notice; Applications and Amendments to Facility Operating Licenses and Combined Licenses Involving No Significant Hazards Considerations,Nuclear Regulatory Commission,2017-02-14,,2017-03-16,NRC-2017-0038-0001,0,federalregister
2017-02928,Notice of Final Federal Agency Actions on Proposed Highway in California,"Transportation Department, Federal Highway Administration",2017-02-14,,,FHWA-2013-0002-0389,0,federalregister
2017-02899,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel PRETTY WOMAN; Invitation for Public Comments,"Transportation Department, Maritime Administration",2017-02-14,,2017-03-16,MARAD-2017-0025-0001,1,federalregister
2017-02935,Cooperative Research and Development Agreement: Diesel Outboard Engine Development,"Homeland Security Department, Coast Guard",2017-02-14,,2017-03-16,USCG-2017-0069-0001,0,federalregister
2017-02922,"Agency Information Collection Activities: Application for Suspension of Deportation or Special Rule Cancellation of Removal (Pursuant to Section 203 of Public Law 105-100, NACARA), Form I-881; Extension, Without Change, of a Currently Approved Collection","Homeland Security Department, U.S. Citizenship and Immigration Services",2017-02-14,,2017-03-16,USCIS-2008-0077-0035,0,federalregister
2017-02957,"Special Local Regulation; Chesapeake Bay, Between Sandy Point and Kent Island, MD","Homeland Security Department, Coast Guard",2017-02-14,,2017-03-16,USCG-2016-1086-0001,3,federalregister
2017-02926,Media Bureau Seeks Comment on Requiring the Filing of Transition Progress Reports by Stations That Are Not Eligible for Reimbursement From the TV Broadcast Relocation Fund,Federal Communications Commission,2017-02-14,,2017-03-01,FCC-2017-0046-0001,0,federalregister
2017-02924,Information Collection Being Submitted for Review and Approval to the Office of Management and Budget,Federal Communications Commission,2017-02-14,,2017-03-16,FCC-2017-0045-0001,0,federalregister
2017-02936,60-Day Notice of Proposed Information Collection: Comment Request; Condominium Project Approval Document Collection,Housing and Urban Development Department,2017-02-14,,2017-04-17,HUD-2013-0049-0003,0,federalregister
2017-02812,Manlifts; Extension of the Office of Management and Budget's (OMB) Approval of Information Collection (Paperwork) Requirements,"Labor Department, Occupational Safety and Health Administration",2017-02-14,,2017-04-17,OSHA-2010-0051-0006,0,federalregister
2017-02942,Information Collection Request; Submission for OMB Review,Peace Corps,2017-02-14,,2017-03-16,PC-2017-0007-0001,0,federalregister
2017-02929,Notice of Final Federal Agency Actions on the Tappan Zee Hudson River Crossing Project in New York,"Transportation Department, Federal Highway Administration",2017-02-14,,,FHWA-2013-0002-0390,0,federalregister
2017-02900,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel REEL RESPONDER; Invitation for Public Comments,"Transportation Department, Maritime Administration",2017-02-14,,2017-03-16,MARAD-2017-0022-0001,1,federalregister
2017-02964,Information Collection Being Reviewed by the Federal Communications Commission,Federal Communications Commission,2017-02-14,,2017-04-17,FCC-2017-0047-0001,0,federalregister
2017-02925,Information Collection Being Reviewed by the Federal Communications Commission,Federal Communications Commission,2017-02-14,,2017-04-17,FCC-2017-0044-0001,0,federalregister
2017-02898,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel FOREVER YOUNG; Invitation for Public Comments,"Transportation Department, Maritime Administration",2017-02-14,,2017-03-16,MARAD-2017-0024-0001,1,federalregister
2017-02917,Proposed Information Collections; Comment Request (No. 62),"Treasury Department, Alcohol and Tobacco Tax and Trade Bureau",2017-02-14,,2017-04-17,TTB-2017-0003-0001,0,federalregister
2017-02904,Sweet Cherries Grown in Designated Counties in Washington; Continuance Referendum,"Agriculture Department, Agricultural Marketing Service",2017-02-14,,,,0,federalregister
2017-02934,Safety and Security Zones; New York Marine Inspection and Captain of the Port Zone,"Homeland Security Department, Coast Guard",2017-02-14,,2017-04-17,USCG-2016-0799-0046,82,federalregister
2017-02732,Milk in California; Recommended Decision and Opportunity To File Written Exceptions on Proposal To Establish a Federal Milk Marketing Order,"Agriculture Department, Agricultural Marketing Service",2017-02-14,,2017-05-15,AMS-DA-14-0095-0003,33,federalregister
2017-02989,Notice of Proposed Information Collection Request: Generic Clearance for the Collection of Qualitative Feedback on Agency Service Delivery,"National Foundation on the Arts and the Humanities, Institute of Museum and Library Services",2017-02-15,,2017-04-14,,0,federalregister
2017-03041,"Response to December 9, 2013, Clean Air Act Section 176A Petition From Connecticut, Delaware, Maryland, Massachusetts, New Hampshire, New York, Pennsylvania, Rhode Island and Vermont",Environmental Protection Agency,2017-02-15,,,,0,federalregister
2017-03082,Air Plan Approval; Ohio; Removal of Gasoline Volatility Requirements in the Cincinnati and Dayton Areas,Environmental Protection Agency,2017-02-15,,2017-03-17,EPA-R05-OAR-2016-0781-0001,3,federalregister
2017-02977,"Radio Broadcasting Services; Fort Walton Beach, Florida",Federal Communications Commission,2017-02-15,,2017-03-27,FCC-2017-0050-0001,0,federalregister
2017-03067,Extension of Public Comment Period: Draft Human Health Recreational Ambient Water Quality Criteria and/or Swimming Advisories for Microcystins and Cylindrospermopsin,Environmental Protection Agency,2017-02-15,,2017-03-20,EPA-HQ-OW-2016-0715-0015,0,federalregister
2017-03064,Federal Home Loan Bank Community Support Program-Opportunity To Comment on Members Subject to Review,Federal Housing Finance Agency,2017-02-15,,2017-03-31,FHFA-2017-0003-0001,0,federalregister
2017-02662,Airworthiness Directives; Airbus Airplanes,"Transportation Department, Federal Aviation Administration",2017-02-15,,2017-04-03,FAA-2016-9573-0001,4,federalregister
2017-03008,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Consumer Financial Protection Bureau,2017-02-15,,2017-03-17,CFPB-2017-0001-0001,3,federalregister
2017-03045,Notice of Intent To Seek Approval To Renew an Information Collection,National Science Foundation,2017-02-15,,2017-04-17,NSF_FRDOC_0001-1864,0,federalregister
2017-03035,Operator Licensing Examination Standards for Power Reactors,Nuclear Regulatory Commission,2017-02-15,,,NRC-2016-0006-0036,0,federalregister
2017-03051,International Mail Contract,Postal Regulatory Commission,2017-02-15,,2017-02-21,,0,federalregister
2017-02978,New Postal Products,Postal Regulatory Commission,2017-02-15,,2017-02-16,,0,federalregister
2017-03077,"60-Day Notice of Proposed Information Collection: Affidavit of Relationship (AOR) for Minors Who Are Nationals of El Salvador, Guatemala, or Honduras",State Department,2017-02-15,,2017-04-17,DOS-2017-0006-0001,1,federalregister
2017-02984,Proposed Collection; Comment Request for Forms 8857 and 8857(SP),"Treasury Department, Internal Revenue Service",2017-02-15,,2017-04-17,,0,federalregister
2017-02985,Proposed Information Collection; Comment Request,"Treasury Department, Internal Revenue Service",2017-02-15,,2017-04-17,,0,federalregister
2017-03024,Submission for OMB Review; Reporting Purchases From Sources Outside the United States,"Defense Department, General Services Administration, National Aeronautics and Space Administration",2017-02-15,,2017-03-17,FAR-2016-0053-0086,15,federalregister
2017-02965,Trichloroethylene (TCE); Regulation of Certain Uses Under Toxic Substances Control Act; Extension of Comment Periods,Environmental Protection Agency,2017-02-15,,2017-03-21,EPA-HQ-OPPT-2016-0387-0157,1,federalregister
2017-03066,Extension of Public Comment Period: Draft Field-Based Methods for Developing Aquatic Life Criteria for Specific Conductivity,Environmental Protection Agency,2017-02-15,,2017-04-24,EPA-HQ-OW-2016-0353-0025,0,federalregister
2017-03036,Information Collections Being Reviewed by the Federal Communications Commission,Federal Communications Commission,2017-02-15,,2017-04-17,FCC-2017-0049-0001,0,federalregister
2017-03037,Information Collection Being Submitted for Review and Approval to the Office of Management and Budget,Federal Communications Commission,2017-02-15,,2017-03-17,FCC-2017-0048-0001,0,federalregister
2017-03010,Atlantic Highly Migratory Species; Exempted Fishing Permits; Extension of Public Comment Period,"Commerce Department, National Oceanic and Atmospheric Administration",2017-02-15,,2017-03-29,,0,federalregister
2017-03087,Agency Information Collection Activities; Proposed Collection; Public Comment Request,Health and Human Services Department,2017-02-16,,2017-04-17,,0,federalregister
2017-03088,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Prohibited Transaction Class Exemption 1992-6: Sale of Individual Life Insurance or Annuity Contracts by a Plan,Labor Department,2017-02-16,,2017-03-20,DOL_FRDOC_0001-0995,0,federalregister
2017-03117,Use of the Term “Healthy” in the Labeling of Human Food Products; Public Meeting; Request for Comments,"Health and Human Services Department, Food and Drug Administration",2017-02-16,,,FDA-2016-D-2335-0843,157,federalregister
2017-03078,"Agency Information Collection Activities: Proposed Collection; Comment Request-Supplemental Nutrition Assistance Program (SNAP), Store Applications, Forms FNS-252, FNS-252-E, FNS-252-FE, FNS-252-R, FNS-252-2 and FNS-252-C","Agriculture Department, Food and Nutrition Service",2017-02-16,,2017-04-17,FNS-2017-0004-0001,2,federalregister
2017-03124,Initial Patent Applications,"Commerce Department, Patent and Trademark Office",2017-02-16,,2017-04-17,PTO-P-2017-0015-0001,0,federalregister
2017-03135,Agency Information Collection Activities: Submission for OMB Review; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2017-02-16,,2017-03-20,CMS-2016-0174-0003,3,federalregister
2017-03133,"Agency Information Collection Activities: myE-Verify, Form G-1499; Extension, Without Change, of a Currently Approved Collection","Homeland Security Department, U.S. Citizenship and Immigration Services",2017-02-16,,2017-04-17,USCIS-2010-0014-0031,3,federalregister
2017-03129,Request for a License To Export Radioactive Waste,Nuclear Regulatory Commission,2017-02-16,,,NRC-2017-0054-0001,1,federalregister
2017-03252,Regulations Under the Perishable Agricultural Commodities Act (PACA): Growers' Trust Protection Eligibility and Clarification of “Written Notification”,"Agriculture Department, Agricultural Marketing Service",2017-02-17,,2017-03-15,AMS-FV-15-0045-0005,0,federalregister
2017-03255,Addition of Mandatory Country of Origin Labeling Requirements for Venison,"Agriculture Department, Agricultural Marketing Service",2017-02-17,,2017-04-13,AMS-LPS-16-0014-0004,18,federalregister
2017-03251,Beef Promotion and Research; Reapportionment,"Agriculture Department, Agricultural Marketing Service",2017-02-17,,2017-04-13,AMS-LPS-16-0071-0002,2,federalregister
2017-03019,Airworthiness Directives; Airbus Airplanes,"Transportation Department, Federal Aviation Administration",2017-02-17,,2017-04-03,FAA-2016-9574-0001,1,federalregister
2017-02859,Airworthiness Directives; Airbus Helicopters Deutschland GmbH Helicopters,"Transportation Department, Federal Aviation Administration",2017-02-17,,2017-04-18,FAA-2017-0061-0001,0,federalregister
2017-03254,National Organic Program: Notice of Draft Guidance for Calculating the Percentage of Organic Ingredients in Multi-Ingredient Products; Extension of Comment Period,"Agriculture Department, Agricultural Marketing Service",2017-02-17,,2017-04-07,AMS-NOP-16-0085-0023,0,federalregister
2017-03213,"Agency Information Collection Activities; Proposed eCollection eComments Requested; Extension Without Change, of a Currently Approved Collection; Number of Full-Time Law Enforcement Employees as of October 31","Justice Department, Federal Bureau of Investigation",2017-02-17,,2017-04-18,,0,federalregister
2017-03153,"Information Collection: NUREG/BR-0254, Payment Methods and NRC Form 629, Authorization for Payment by Credit Card",Nuclear Regulatory Commission,2017-02-17,,2017-04-18,NRC-2016-0267-0001,0,federalregister
2017-03227,60-Day Notice of Proposed Information Collection: Generic Clearance for the Collection of Qualitative Feedback on Agency Service Delivery,State Department,2017-02-17,,2017-04-18,DOS-2016-0081-0001,2,federalregister
2017-03126,"Notice of Final Federal Agency Action on State Highway 99 (Grand Parkway) Segment B, From SH 288 to Interstate Highway (IH) 45 South, Brazoria and Galveston Counties, Texas","Transportation Department, Federal Highway Administration",2017-02-17,,,FHWA-2013-0002-0391,0,federalregister
2017-03151,International Mail Contract,Postal Regulatory Commission,2017-02-17,,2017-02-24,,0,federalregister
2017-03236,Fisheries of the Northeastern United States; Northeast Multispecies Fishery; Notice of Intent To Prepare an Environmental Impact Statement; Scoping Process; Request for Comments,"Commerce Department, National Oceanic and Atmospheric Administration",2017-02-17,,2017-04-03,,0,federalregister
2017-03235,Agency Information Collection Activities: Submission for OMB Review; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2017-02-17,,2017-03-20,CMS-2017-0167-0035,0,federalregister
2017-03234,Agency Information Collection Activities: Proposed Collection; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2017-02-17,,2017-04-18,CMS-2017-0024-0001,0,federalregister
2017-03212,"Agency Information Collection Activities; Proposed Collection Comments Requested; Extension Without Change, of a Currently Approved Collection; Monthly Return of Arson Offenses Known to Law Enforcement","Justice Department, Federal Bureau of Investigation",2017-02-17,,2017-04-18,,0,federalregister
2017-03195,Patent Trial and Appeal Board (PTAB) Actions,"Commerce Department, Patent and Trademark Office",2017-02-17,,2017-04-18,PTO-P-2017-0016-0001,0,federalregister
2017-03200,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Application for the Rural Education Achievement Program (REAP),Education Department,2017-02-17,,2017-03-20,ED-2016-ICCD-0123-0016,3,federalregister
2017-03250,National Organic Program (NOP); Sunset 2017 Amendments to the National List,"Agriculture Department, Agricultural Marketing Service",2017-02-17,,2017-04-19,AMS-NOP-16-0052-0002,0,federalregister
2017-02858,Airworthiness Directives; Romtex Anjou Aeronautique (Romtex) Torso Restraint Systems,"Transportation Department, Federal Aviation Administration",2017-02-17,,2017-04-18,FAA-2017-0068-0001,0,federalregister
2017-02771,Airworthiness Directives; British Aerospace Regional Aircraft Airplanes,"Transportation Department, Federal Aviation Administration",2017-02-17,,2017-04-03,FAA-2017-0053-0001,0,federalregister
2017-02863,Airworthiness Directives; Bell Helicopter Textron Canada Limited Helicopters,"Transportation Department, Federal Aviation Administration",2017-02-17,,2017-04-18,FAA-2017-0078-0001,0,federalregister
2017-03027,Patient Protection and Affordable Care Act; Market Stabilization,Health and Human Services Department,2017-02-17,,2017-03-07,HHS-OS-2022-0008-0505,0,federalregister
2017-03229,Petition for Reconsideration of Action in Rulemaking Proceeding,Federal Communications Commission,2017-02-17,,,,0,federalregister
2017-03228,Petitions for Reconsideration of Action in Rulemaking Proceeding,Federal Communications Commission,2017-02-17,,,,0,federalregister
2017-03175,Notice of Public Comment Period on Revised Federal Advisory Committee Work Products,Justice Department,2017-02-17,,2017-03-20,,0,federalregister
2017-03215,Railroad Cost Recovery Procedures-Productivity Adjustment,Surface Transportation Board,2017-02-17,,2017-04-05,STB-2017-0030-0001,0,federalregister
2017-03171,Marine Mammals; File No. 21026,"Commerce Department, National Oceanic and Atmospheric Administration",2017-02-17,,2017-03-20,,0,federalregister
2017-03214,"Agency Information Collection Activities; Proposed eCollection eComments Requested; Extension Without Change, of a Currently Approved Collection; Age, Sex, Race, and Ethnicity of Persons Arrested Under 18 Years of Age; Age, Sex Race, and Ethnicity of Persons Arrested 18 Years of Age and Over","Justice Department, Federal Bureau of Investigation",2017-02-17,,2017-04-18,,0,federalregister
2017-03210,Notice of Extension of the Public Comment Period for the Draft Missouri River Recovery Management Plan and Environmental Impact Statement,"Defense Department, Engineers Corps",2017-02-17,,2017-04-24,COE-2009-0024-0002,0,federalregister
2017-03289,Submission for OMB Review; Comment Request,Defense Department,2017-02-21,,2017-03-23,DOD-2016-OS-0043-0002,0,federalregister
2017-03284,Uninterruptible Monitoring of Coolant and Fuel in Reactors and Spent Fuel Pools,Nuclear Regulatory Commission,2017-02-21,,,,0,federalregister
2017-03333,Endangered Species; File No. 20315,"Commerce Department, National Oceanic and Atmospheric Administration",2017-02-21,,2017-03-23,,0,federalregister
2017-03290,"Fisheries of the Caribbean, Gulf of Mexico, and South Atlantic; Coastal Migratory Pelagic Resources in the Gulf of Mexico and Atlantic Region; Framework Amendment 4","Commerce Department, National Oceanic and Atmospheric Administration",2017-02-21,,2017-03-23,NOAA-NMFS-2016-0167-0001,133,federalregister
2017-03354,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Performance Partnership Pilots for Disconnected Youth Program National Evaluation,Labor Department,2017-02-21,,2017-03-23,DOL_FRDOC_0001-0999,0,federalregister
2017-03357,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Pre-Implementation Planning Checklist Report for State Unemployment Insurance Information Technology Modernization Projects,Labor Department,2017-02-21,,2017-03-23,DOL_FRDOC_0001-0997,0,federalregister
2017-03358,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Occupational Requirements Survey,Labor Department,2017-02-21,,2017-03-23,DOL_FRDOC_0001-0998,0,federalregister
2017-03365,Pediatric Postmarketing Pharmacovigilance and Drug Utilization Reviews; Establishment of a Public Docket; Request for Comments,"Health and Human Services Department, Food and Drug Administration",2017-02-21,,2017-03-10,FDA-2017-N-0595-0001,0,federalregister
2017-03285,New Postal Product,Postal Regulatory Commission,2017-02-21,,2017-02-27,,0,federalregister
2017-03313,New Postal Products,Postal Regulatory Commission,2017-02-21,,2017-02-23,,0,federalregister
2017-03355,Privacy Act of 1974; System of Records,Defense Department,2017-02-21,,2017-03-23,DOD-2017-OS-0007-0001,2,federalregister
2017-03288,Designation of Product Categories for Federal Procurement,"Agriculture Department, Procurement and Property Management, Office of",2017-02-21,,2017-04-13,OPPM-2017-0001-0002,5,federalregister
2017-03031,Airworthiness Directives; Airbus Airplanes,"Transportation Department, Federal Aviation Administration",2017-02-21,,2017-04-07,FAA-2016-9571-0001,1,federalregister
2017-03336,World Trade Center Health Program; Petition 014-Autoimmune Diseases; Finding of Insufficient Evidence,Health and Human Services Department,2017-02-21,,,,0,federalregister
2017-03344,Marine Mammals; File No. 20465,"Commerce Department, National Oceanic and Atmospheric Administration",2017-02-21,,2017-03-23,,0,federalregister
2017-03361,Request for Information Regarding Use of Alternative Data and Modeling Techniques in the Credit Process,Consumer Financial Protection Bureau,2017-02-21,,2017-05-19,CFPB-2017-0005-0001,109,federalregister
2017-03341,Notice of Request for Extension of a Currently Approved Assessment Exemption for Organic Commodities,"Agriculture Department, Agricultural Marketing Service",2017-02-21,,2017-04-24,AMS-SC-17-0005-0001,0,federalregister
2017-03340,"Agency Information Collection Activities: Proposed Collection; Comment Request-Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) Program Regulations-Reporting and Record-Keeping Burden","Agriculture Department, Food and Nutrition Service",2017-02-21,,2017-04-24,FNS-2017-0006-0001,1,federalregister
2017-03343,Agency Information Collection Activities: Electronic Visa Update System,"Homeland Security Department, U.S. Customs and Border Protection",2017-02-21,,2017-04-24,USCBP-2016-0081-0002,5,federalregister
2017-03273,Importer of Controlled Substances Application: Hospira,"Justice Department, Drug Enforcement Administration",2017-02-21,,2017-03-23,,0,federalregister
2017-03359,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Default Investment Alternatives Under Participant Directed Individual Account Plans,Labor Department,2017-02-21,,2017-03-23,DOL_FRDOC_0001-1000,0,federalregister
2017-03369,Agency Information Collection Activities: Submission for OMB Review; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2017-02-21,,2017-03-23,CMS-2017-0167-0037,6,federalregister
2017-03370,Agency Information Collection Activities: Proposed Collection; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2017-02-21,,2017-04-24,CMS-2017-0167-0036,0,federalregister
2017-03316,"Agency Information Collection Activities: Proposed Collection: Public Comment Request; Nurse Faculty Loan Program, Annual Performance Report Financial Data Form","Health and Human Services Department, Health Resources and Services Administration",2017-02-21,,2017-04-24,,0,federalregister
2017-03339,"Agency Information Collection Activities: Proposed Collection: Public Comment Request; Information Collection Request Title: Nurse Faculty Loan Program-Revised Program Specific Data Form, OMB No. 0915-0378-Revision","Health and Human Services Department, Health Resources and Services Administration",2017-02-21,,2017-04-24,,0,federalregister
2017-03360,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Complaint Involving Employment Discrimination by a Federal Contractor or Subcontractor,Labor Department,2017-02-21,,2017-03-23,DOL_FRDOC_0001-0996,0,federalregister
2017-03342,"Agency Information Collection Activities: Proposed Collection: Public Comment Request; Questionnaire and Data Collection Testing, Evaluation, and Research for the Health Resources and Services Administration","Health and Human Services Department, Health Resources and Services Administration",2017-02-21,,2017-04-24,,0,federalregister
2017-03335,Agency Information Collection Activities: Proposed Collection: Public Comment Request; The National Health Service Corps and NURSE Corps Interest Capture Form,"Health and Human Services Department, Health Resources and Services Administration",2017-02-21,,2017-04-24,,0,federalregister
2017-03397,Revision to Mailing Standards for the Transport of Lithium Batteries,Postal Service,2017-02-22,,2017-03-24,USPS-2017-0028-0001,0,federalregister
2017-03403,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel CHATON MOUILLE'; Invitation for Public Comments,Transportation Department,2017-02-22,,2017-03-24,MARAD-2017-0026-0001,1,federalregister
2017-03433,Proposed Information Collection; Comment Request; Economic Impacts of Marine Debris on Tourism-dependent Communities,"Commerce Department, National Oceanic and Atmospheric Administration",2017-02-22,,2017-04-24,,0,federalregister
2017-03455,Notice of Availability: Estimated Phthalate Exposure and Risk to Women of Reproductive Age as Assessed Using 2013/2014 NHANES Biomonitoring Data,Consumer Product Safety Commission,2017-02-22,,2017-03-24,CPSC-2014-0033-0134,8,federalregister
2017-03463,Agency Information Collection Activities: Proposed Collection; Comment Request,"Health and Human Services Department, Agency for Healthcare Research and Quality",2017-02-22,,2017-03-24,AHRQ-2022-0004-0608,0,federalregister
2017-03439,"Safety Zone; Kosciuszko Bridge Construction, Newtown Creek, Brooklyn and Queens, NY","Homeland Security Department, Coast Guard",2017-02-22,,2017-03-24,USCG-2016-1048-0001,0,federalregister
2017-03381,"Agency Information Collection Activities: Information Collection Renewal; Submission for OMB Review; Reporting, Recordkeeping, and Disclosure Requirements Associated With Proprietary Trading and Certain Interests in and Relationships With Covered Funds","Treasury Department, Comptroller of the Currency",2017-02-22,,2017-03-24,,0,federalregister
2017-03396,Proposed Collections; Comment Requests,Treasury Department,2017-02-22,,2017-04-24,,0,federalregister
2017-03442,Agency Information Collection Activities; Proposed eCollection; eComments Requested; Revision of Currently Approved Collection: 2016 Survey of Sexual Victimization (SSV),"Justice Department, Justice Programs Office",2017-02-22,,2017-03-24,,0,federalregister
2017-03409,"Keurig Green Mountain, Inc., Provisional Acceptance of a Settlement Agreement and Order",Consumer Product Safety Commission,2017-02-22,,2017-03-09,CPSC-2017-0013-0001,1,federalregister
2017-03432,Release of Risk and Exposure Assessment Planning Document for the Review of the Primary National Ambient Air Quality Standards for Sulfur Oxides,Environmental Protection Agency,2017-02-22,,2017-04-13,EPA-HQ-OAR-2013-0566-0008,5,federalregister
2017-03402,Prospective Grant of Exclusive Patent License: Development of a Gene Signature Predictive of Hepatocellular Carcinoma (HCC) Patient Response to Transcatheter Arterial Chemoembolization (TACE),"Health and Human Services Department, National Institutes of Health",2017-02-22,,2017-03-09,,0,federalregister
2017-03390,Revision of the Nutrition Facts Labels for Meat and Poultry; Products and Updating Certain Reference Amounts Customarily Consumed,"Agriculture Department, Food Safety and Inspection Service",2017-02-22,,2017-04-19,FSIS-2014-0024-0001,32,federalregister
2017-03262,"Airworthiness Directives; Bombardier, Inc. Airplanes","Transportation Department, Federal Aviation Administration",2017-02-22,,2017-04-10,FAA-2016-9575-0001,1,federalregister
2017-03283,Airworthiness Directives; Rolls-Royce Corporation Turbofan Engines,"Transportation Department, Federal Aviation Administration",2017-02-22,,2017-04-10,FAA-2016-9553-0001,1,federalregister
2017-03405,"Port of Miami Anchorage Area; Atlantic Ocean, Miami Beach, FL","Homeland Security Department, Coast Guard",2017-02-22,,2017-03-24,USCG-2015-0729-0012,5,federalregister
2017-03431,National Emission Standards for Hazardous Air Pollutants: Publicly Owned Treatment Works,Environmental Protection Agency,2017-02-22,,2017-03-29,EPA-HQ-OAR-2016-0490-0043,0,federalregister
2017-03464,National Oil and Hazardous Substances Pollution Contingency Plan; National Priorities List: Partial Deletion of the North Penn Area 6 Superfund Site,Environmental Protection Agency,2017-02-22,,,,0,federalregister
2017-03428,Notice of Request for Approval of a New Information Collection,"Agriculture Department, Foreign Agricultural Service",2017-02-22,,2017-04-24,FAS_FRDOC_0001-0186,0,federalregister
2017-03429,Notice of Request for Approval of a New Information Collection,"Agriculture Department, Foreign Agricultural Service",2017-02-22,,2017-04-24,FAS_FRDOC_0001-0187,1,federalregister
2017-03458,"Fisheries of the Caribbean, Gulf of Mexico, and South Atlantic; Snapper-Grouper Fishery Off the Southern Atlantic States, Dolphin and Wahoo Fishery Off the Atlantic States, and Coral and Coral Reefs Fishery in the South Atlantic; Exempted Fishing Permit","Commerce Department, National Oceanic and Atmospheric Administration",2017-02-22,,2017-03-24,,0,federalregister
2017-03554,Proposed Collection; Comment Request for Revenue Procedure 2001-37,"Treasury Department, Internal Revenue Service",2017-02-23,,2017-04-24,,0,federalregister
2017-03486,Agency Information Collection Activities; Proposed Collection; Public Comment Request; Revision of a Currently Approved Information Collection (ICR-REV); Centers for Independent Living Annual Performance Report (CILPPR),"Health and Human Services Department, Community Living Administration",2017-02-23,,2017-04-07,,0,federalregister
2017-03524,30-Day Notice of Proposed Information Collection: Semi-Annual Labor Standards Enforcement Report Local Contracting Agencies (HUD Programs),Housing and Urban Development Department,2017-02-23,,2017-03-27,HUD-2007-0099-0005,0,federalregister
2017-03523,"30-Day Notice of Proposed Information Collection: Implementation Phase Review of the Lesbian, Gay, Bisexual, Transgender and Queer (LGBTQ) Youth Homelessness Prevention Initiative",Housing and Urban Development Department,2017-02-23,,2017-03-27,HUD-2014-0061-0005,0,federalregister
2017-03526,Notice of Proposed Information Collection; Request for Comments for 1029-0116,"Interior Department, Surface Mining Reclamation and Enforcement Office",2017-02-23,,2017-03-27,,0,federalregister
2017-03555,Regulations Issued Under Authority of the Export Apple Act and Export Grapes and Plums; Changes to Export Reporting Requirements,"Agriculture Department, Agricultural Marketing Service",2017-02-23,,2017-04-24,AMS-FV-14-0099-0011,3,federalregister
2017-03457,Information Collection; Federal Excess Personal Property (FEPP) and Firefighter Property (FFP) program Administration,"Agriculture Department, Forest Service",2017-02-23,,2017-04-24,FS-2017-0002-0013,0,federalregister
2017-03501,Agency Information Collection Activities: Comment Request,Consumer Financial Protection Bureau,2017-02-23,,2017-04-24,CFPB-2017-0002-0001,39,federalregister
2017-03490,Submission for OMB Review; Comment Request,Defense Department,2017-02-23,,2017-03-27,DOD-2013-OS-0176-0004,0,federalregister
