document_number,title,agency,publication_date,comment_url,comments_close_on,regs_document_id,comment_count,source
2019-04721,Agency Information Collection Activity: Application for Benefits for Certain Children With Disabilities Born of Vietnam and Certain Korea Service Veterans,Veterans Affairs Department,2019-03-14,,2019-05-13,VA-2019-VACO-0001-0022,2,federalregister
2019-04744,"Radio Broadcasting Services; Caliente, Nevada",Federal Communications Commission,2019-03-14,,2019-05-14,FCC-2019-0068-0001,0,federalregister
2019-04725,New Postal Products,Postal Regulatory Commission,2019-03-14,,2019-03-20,,0,federalregister
2019-04715,Agency Information Collection Activity: Request for Details of Expenses,Veterans Affairs Department,2019-03-14,,2019-05-13,VA-2019-VACO-0001-0021,1,federalregister
2019-04706,Agency Information Collection Activities; Proposed Collection; Comment Request; Safety Standard for Automatic Residential Garage Door Operators,Consumer Product Safety Commission,2019-03-14,,2019-05-13,CPSC-2012-0054-0006,0,federalregister
2019-04713,Proposed Modification to the List of Appropriate NRTL Program Test Standards,"Labor Department, Occupational Safety and Health Administration",2019-03-14,,2019-04-15,OSHA-2013-0012-0019,1,federalregister
2019-04686,Agency Information Collection Activities; Proposed Collection; Comment Request; Safety Standard for Walk-Behind Power Lawn Mowers,Consumer Product Safety Commission,2019-03-14,,2019-05-13,CPSC-2012-0058-0013,0,federalregister
2019-04748,Pacific Halibut Fisheries; Catch Sharing Plan,"Commerce Department, National Oceanic and Atmospheric Administration",2019-03-14,,2019-03-29,NOAA-NMFS-2018-0132-0001,5,federalregister
2019-04775,Notice of Request for Extension of a Currently Approved Information Collection,"Agriculture Department, Agricultural Marketing Service",2019-03-14,,2019-05-13,AMS-LP-19-0005-0001,0,federalregister
2019-04780,Notice of Request for Extension and Revision of a Currently Approved Information Collection,"Agriculture Department, Agricultural Marketing Service",2019-03-14,,2019-05-13,AMS-ST-19-0017-0001,0,federalregister
2019-04738,"Notice of Availability of a Draft Final Environmental Assessment for the Proposed Demolition of the 1.25-Mile Pipelines Associated With Defense Fuel Support Point (DFSP) Newington, New Hampshire",Defense Department,2019-03-14,,2019-04-15,DOD-2019-OS-0025-0001,0,federalregister
2019-04677,Commission Information Collection Activities (FERC-714); Comment Request; Extension,"Energy Department, Federal Energy Regulatory Commission",2019-03-14,,2019-04-15,FERC-2019-0281-0001,0,federalregister
2019-04730,Electronic Submission of Adverse Event Reports to the Food and Drug Administration Adverse Event Reporting System Using International Council for Harmonisation E2B(R3) Standards; Public Meetings; Request for Comments,"Health and Human Services Department, Food and Drug Administration",2019-03-14,,,FDA-2018-N-4002-0002,1,federalregister
2019-04716,Agency Information Collection Activities; Proposed Collection; Comment Request; Current Good Manufacturing Practices for Positron Emission Tomography Drugs,"Health and Human Services Department, Food and Drug Administration",2019-03-14,,2019-05-13,FDA-2013-N-0242-0010,3,federalregister
2019-04717,Agency Information Collection Activities; Proposed Collection; Comment Request; Medical Devices; Inspection by Accredited Persons Program,"Health and Human Services Department, Food and Drug Administration",2019-03-14,,2019-05-13,FDA-2012-N-0427-0007,0,federalregister
2019-04710,"Food and Drug Administration Modernization Act of 1997: Modifications to the List of Recognized Standards, Recognition List Number: 051","Health and Human Services Department, Food and Drug Administration",2019-03-14,,2019-03-14,FDA-2004-N-0451-0045,0,federalregister
2019-04766,"Agency Information Collection Activities: Proposed Collection: Public Comment Request, Information Collection Request Title: HIV Quality Measures (HIVQM) Module, OMB No. 0906-0022-Revision","Health and Human Services Department, Health Resources and Services Administration",2019-03-14,,2019-05-13,,0,federalregister
2019-04754,"Information Collection: Nuclear Material Events Database (NMED) for the Collection of Event Report, Response, Analyses, and Follow-Up Data on Events Involving the Use of Atomic Energy Act (AEA) Radioactive Byproduct Material",Nuclear Regulatory Commission,2019-03-14,,2019-04-15,NRC-2018-0060-0003,0,federalregister
2019-04639,"Proposed Revocation of Class E Airspace; Morgan City, LA","Transportation Department, Federal Aviation Administration",2019-03-14,,2019-04-29,FAA-2019-0107-0001,0,federalregister
2019-04095,Submission and Consideration of Petitions for Duty Suspensions and Reductions,International Trade Commission,2019-03-14,,2019-04-15,ITC-2019-0073-0001,0,federalregister
2018-27324,Energy Labeling Rule,Federal Trade Commission,2019-03-14,,2019-04-15,FTC-2019-0015-0001,7,federalregister
2019-04040,IP CTS Improvements and Program Management,Federal Communications Commission,2019-03-14,,2019-04-29,FCC-2019-0059-0002,0,federalregister
2019-04765,Modifications to Compliance Policy for Certain Deemed Tobacco Products; Draft Guidance for Industry; Availability,"Health and Human Services Department, Food and Drug Administration",2019-03-14,,2019-04-15,FDA-2019-D-0661-0001,15318,federalregister
2019-04687,Agency Information Collection Activities; Proposed Collection; Comment Request; Flammability Standards for Children's Sleepwear,Consumer Product Safety Commission,2019-03-14,,2019-05-13,CPSC-2012-0055-0007,1,federalregister
2019-04685,Agency Information Collection Activities; Proposed Collection; Comment Request; Safety Standard for Omnidirectional Citizens Band Base Station Antennas,Consumer Product Safety Commission,2019-03-14,,2019-05-13,CPSC-2012-0058-0014,0,federalregister
2019-04807,Agency Information Collection Activities; Comment Request; Agricultural Clearance Order,"Labor Department, Employment and Training Administration",2019-03-15,,2019-05-14,,0,federalregister
2019-04812,30-Day Notice of Proposed Information Collection: Application Under the Hague Convention on the Civil Aspects of International Child Abduction,State Department,2019-03-15,,2019-04-15,,0,federalregister
2019-04802,Railroad Cost Recovery Procedures-Productivity Adjustment,Surface Transportation Board,2019-03-15,,2019-03-26,STB-2019-0032-0001,0,federalregister
2019-04788,"Notice of Intent To Rule on Request To Release Airport Property at Yellowstone Regional Airport, Cody, WY","Transportation Department, Federal Aviation Administration",2019-03-15,,2019-04-15,FAA-2013-0259-2594,2,federalregister
2019-04791,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NESHAP for Integrated Iron and Steel Manufacturing Facilities (Renewal),Environmental Protection Agency,2019-03-15,,2019-04-15,EPA-HQ-OECA-2011-0271-0008,0,federalregister
2019-04794,Request for the Technical Review of 10 Draft Skin Notation Assignments and Skin Notation Profiles,"Health and Human Services Department, Centers for Disease Control and Prevention",2019-03-15,,2019-05-14,CDC-2019-0015-0001,0,federalregister
2019-04829,Agency Information Collection Activities; Proposed Collection; Public Comment Request; Performance (Progress) Report for AoA Grantees,"Health and Human Services Department, Community Living Administration",2019-03-15,,2019-05-14,,0,federalregister
2019-04814,A Risk-Based Approach To Monitoring of Clinical Investigations: Questions and Answers; Draft Guidance for Industry; Availability,"Health and Human Services Department, Food and Drug Administration",2019-03-15,,2019-05-14,FDA-2019-D-0362-0001,6,federalregister
2019-04828,Agency Information Collection Activities; Electronic Federal Duck Stamp Program,"Interior Department, Fish and Wildlife Service",2019-03-15,,2019-05-14,,0,federalregister
2019-04805,Agency Information Collection Activities; Implementing Regulations for Petitions,"Interior Department, Fish and Wildlife Service",2019-03-15,,2019-05-14,,0,federalregister
2019-04813,"Safety Zone; Lake of the Ozarks, Osage Beach, MO","Homeland Security Department, Coast Guard",2019-03-15,,2019-04-15,USCG-2019-0113-0001,5,federalregister
2019-04566,New Electronic Signature Option,Postal Service,2019-03-15,,2019-04-15,USPS-2019-0021-0001,0,federalregister
2019-04785,Magnuson-Stevens Act Provisions; Fisheries Off West Coast States; Pacific Coast Groundfish Fishery; 2019 Tribal Fishery for Pacific Whiting,"Commerce Department, National Oceanic and Atmospheric Administration",2019-03-15,,2019-04-01,NOAA-NMFS-2019-0001-0001,2,federalregister
2019-04861,"Pecans Grown in the States of Alabama, Arkansas, Arizona, California, Florida, Georgia, Kansas, Louisiana, Missouri, Mississippi, North Carolina, New Mexico, Oklahoma, South Carolina, and Texas; Notice of Request for Extension and Revision of a Currently Approved Information Collection","Agriculture Department, Agricultural Marketing Service",2019-03-15,,2019-05-14,AMS-SC-18-0090-0001,1,federalregister
2019-04864,"Notice of Intent/NEPA Scoping Meeting and Public Comment Period for the Grand River Habitat Restoration and Invasive Species Control Project, Grand Rapids, Michigan","Defense Department, Engineers Corps",2019-03-15,,2019-05-15,COE-2019-0001-0005,1,federalregister
2019-04796,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NSPS for Oil and Natural Gas Production and Natural Gas Transmission and Distribution (Renewal),Environmental Protection Agency,2019-03-15,,2019-04-15,EPA-HQ-OECA-2014-0102-0005,1,federalregister
2019-04904,Availability of the Systematic Review Protocol for the Hexavalent Chromium (Cr(VI)) Integrated Risk Information System (IRIS) Assessment,Environmental Protection Agency,2019-03-15,,2019-04-29,EPA-HQ-ORD-2014-0313-0017,15,federalregister
2019-04838,Submission for OMB Review; Government Property,"Defense Department, General Services Administration, National Aeronautics and Space Administration",2019-03-15,,2019-04-15,FAR-2018-0003-0055,0,federalregister
2019-04834,"Information Collection Requirements; Defense Federal Acquisition Regulation Supplement; DFARS Part 242, Contract Administration and Related Clause in DFARS 252","Defense Department, Defense Acquisition Regulations System",2019-03-15,,2019-05-14,DARS-2019-0010-0001,0,federalregister
2019-04798,Public Draft of the Compendium of U.S. Copyright Office Practices,"Library of Congress, Copyright Office, Library of Congress",2019-03-15,,2019-05-14,COLC-2019-0001-0001,24,federalregister
2019-04827,Agency Information Collection Activity Under OMB Review: Request for Restoration of Educational Assistance,Veterans Affairs Department,2019-03-15,,2019-04-15,VA-2019-VACO-0001-0023,1,federalregister
2019-04693,Agency Information Collection Activities: Proposed Collection Renewal; Comment Request (OMB No. 3064-0190),Federal Deposit Insurance Corporation,2019-03-15,,2019-05-14,FDIC-2019-0031-0001,0,federalregister
2019-04837,Submission for OMB Review; Value Engineering Requirements,"Defense Department, General Services Administration, National Aeronautics and Space Administration",2019-03-15,,2019-04-15,DOD-2019-OS-0002-0006,0,federalregister
2019-04902,Agency Information Collection Activities: Submission for OMB Review; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2019-03-15,,2019-04-15,CMS-2018-0128-0002,3,federalregister
2019-04895,Agency Information Collection Activities: Proposed Collection; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2019-03-15,,2019-05-14,CMS-2019-0049-0001,0,federalregister
2019-04790,The National Institutes of Health “Methods and Measurement in Sexual & Gender Minority Health Research: Identifying Research Opportunities”,"Health and Human Services Department, National Institutes of Health",2019-03-15,,2019-04-15,,0,federalregister
2019-04891,Atlantic Coast Port Access Route Study: Port Approaches and International Entry and Departure Transit Areas,"Homeland Security Department, Coast Guard",2019-03-15,,,USCG-2011-0351-0165,4,federalregister
2019-04811,"Receipt of Incidental Take Permit Application and Proposed Habitat Conservation Plan for the Sand Skink and Blue-Tailed Mole Skink, Polk County, FL; Categorical Exclusion","Interior Department, Fish and Wildlife Service",2019-03-15,,2019-04-15,,0,federalregister
2019-04888,"Notice of Availability of the Draft Environmental Impact Statement for the Black Rock City LLC's Burning Man Special Recreation Permit Renewal in Pershing, County, Nevada","Interior Department, Land Management Bureau",2019-03-15,,2019-04-29,,0,federalregister
2019-04772,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request,Agency for International Development,2019-03-15,,,AID-2021-0027-0014,0,federalregister
2019-04859,"Request for Renewal of OMB 0581-0125 Regulations Governing Inspection Certification of Fresh & Processed Fruits, Vegetables, & Other Products","Agriculture Department, Agricultural Marketing Service",2019-03-15,,2019-05-14,AMS-SC-19-0018-0001,1,federalregister
2019-04420,Endangered and Threatened Wildlife and Plants; Removing the Gray Wolf (Canis lupus) From the List of Endangered and Threatened Wildlife,"Interior Department, Fish and Wildlife Service",2019-03-15,,2019-05-14,FWS-HQ-ES-2018-0097-0001,757041,federalregister
2019-04818,Taking and Importing Marine Mammals; Taking Marine Mammals Incidental to U.S. Navy Training and Testing Activities in the Mariana Islands Training and Testing Study Area,"Commerce Department, National Oceanic and Atmospheric Administration",2019-03-15,,2019-04-15,,0,federalregister
2019-04890,Procurement List; Proposed Additions,Committee for Purchase From People Who Are Blind or Severely Disabled,2019-03-15,,2019-04-14,CPPBSD-2019-0010-0001,0,federalregister
2019-04795,"Information Collection Request Submitted to OMB for Review and Approval; Comment Request; Sulfur Content of Motor Vehicle Gasoline, Gasoline Additives, Denatured Fuel Ethanol and Other Oxygenates, Certified Ethanol Denaturant, and Blender-Grade Pentane (Renewal)",Environmental Protection Agency,2019-03-15,,2019-04-15,EPA-HQ-OAR-2011-0135-5332,0,federalregister
2019-04797,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; Establishing No-Discharge Zones (NDZs) Under Clean Water Act Section 312 (Renewal),Environmental Protection Agency,2019-03-15,,2019-04-15,EPA-HQ-OW-2008-0150-0017,55338,federalregister
2019-04862,Notice of Request for Extension and Revision of a Currently Approved Information Collection,"Agriculture Department, Agricultural Marketing Service",2019-03-15,,2019-05-14,AMS-FTPP-19-0025-0001,0,federalregister
2019-04858,Notice of Request for Revision to and Extension of Approval of an Information Collection; Importation of Sand Pears From China,"Agriculture Department, Animal and Plant Health Inspection Service",2019-03-15,,2019-05-14,APHIS-2019-0008-0001,0,federalregister
2019-05034,Public Hearing for Modifications To Fuel Regulations To Provide Flexibility for E15; Modifications to RFS RIN Market Regulations,Environmental Protection Agency,2019-03-18,,,,0,federalregister
2019-03840,Agency for International Development Acquisition Regulation (AIDAR): Revisions to the Incentive Awards Program for Personal Services Contractors,Agency for International Development,2019-03-18,,2019-05-17,AID-2019-0001-0001,0,federalregister
2019-04962,Marine Mammals; File No. 22387,"Commerce Department, National Oceanic and Atmospheric Administration",2019-03-18,,2019-04-17,,0,federalregister
2019-04990,Application To Export Electric Energy; CP Energy Marketing (US) Inc.,Energy Department,2019-03-18,,2019-04-17,DOE-HQ-2019-0009-0063,0,federalregister
2019-04989,"Loveland Area Projects, Colorado River Storage Project, Central Arizona Project, Pacific Northwest-Pacific Southwest Intertie Project, and Parker-Davis Project-Rate Order No. WAPA-187","Energy Department, Western Area Power Administration",2019-03-18,,2019-04-01,WAPA_FRDOC_0001-0290,1,federalregister
2019-05017,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NESHAP for Nine Metal Fabrication and Finishing Sources (Renewal),Environmental Protection Agency,2019-03-18,,2019-04-17,EPA-HQ-OECA-2014-0098-0007,0,federalregister
2019-04930,Agency Information Collection Request. 60-Day Public Comment Request,Health and Human Services Department,2019-03-18,,2019-05-17,,0,federalregister
2019-04957,Proposed Flood Hazard Determinations,"Homeland Security Department, Federal Emergency Management Agency",2019-03-18,,2019-06-17,FEMA-2019-0002-0024,0,federalregister
2019-04967,Agency Information Collection Activities; Proposed eCollection eComments Requested; Extension With Change of a Currently Approved Collection; Application To Register as an Importer of U.S. Munitions Import List Articles-ATF Form 4587 (5330.4),"Justice Department, Alcohol, Tobacco, Firearms, and Explosives Bureau",2019-03-18,,2019-05-17,,0,federalregister
2019-04968,"Agency Information Collection Activities; Proposed eCollection eComments Requested; Extension Without Change of a Currently Approved Collection; Report of Stolen or Lost ATF Form 5400.30, Intrastate Purchase Explosive Coupon","Justice Department, Alcohol, Tobacco, Firearms, and Explosives Bureau",2019-03-18,,2019-05-17,,0,federalregister
2019-05024,Meeting of the Advisory Committee on Reactor Safeguards (ACRS) Subcommittee on NuScale,Nuclear Regulatory Commission,2019-03-18,,,NRC-2019-0009-0003,0,federalregister
2019-04976,Agency Information Collection Activities: Comment Request; Survey of Science and Engineering Research Facilities,National Science Foundation,2019-03-18,,2019-05-17,NSF_FRDOC_0001-2282,0,federalregister
2019-04965,Proposed Collection; Comment Request for Regulation Project,"Treasury Department, Internal Revenue Service",2019-03-18,,2019-05-17,,0,federalregister
2019-04964,Proposed Collection; Comment Request for Regulation Project,"Treasury Department, Internal Revenue Service",2019-03-18,,2019-05-17,,0,federalregister
2019-04999,Energy Conservation Program: Notice of Request for Information on the Measurement of Average Use Cycles or Periods of Use in DOE Test Procedures,Energy Department,2019-03-18,,2019-05-17,EERE-2018-BT-TP-0020-0001,11,federalregister
2019-04955,"Special Local Regulation; Breton Bay, McIntosh Run, Leonardtown, MD","Homeland Security Department, Coast Guard",2019-03-18,,2019-04-17,USCG-2019-0137-0001,1,federalregister
2019-04975,Receipt of Several Pesticide Petitions Filed for Residues of Pesticide Chemicals in or on Various Commodities,Environmental Protection Agency,2019-03-18,,2019-04-17,EPA-HQ-OPP-2018-0677-0004,0,federalregister
2019-04979,Agency Information Collection Activities; Comment Request; Migrant Student Information Exchange (MSIX),Education Department,2019-03-18,,2019-05-17,ED-2019-ICCD-0026-0001,3,federalregister
2019-04956,Proposed Flood Hazard Determinations,"Homeland Security Department, Federal Emergency Management Agency",2019-03-18,,2019-06-17,FEMA-2019-0002-0023,0,federalregister
2019-04916,"Notice of Inventory Completion: The State Center Community College District-Fresno City College, Fresno, CA","Interior Department, National Park Service",2019-03-18,,2019-04-17,,0,federalregister
2019-04924,"Notice of Inventory Completion: Historical Society of Saginaw County, Inc., Saginaw County, MI","Interior Department, National Park Service",2019-03-18,,2019-04-17,,0,federalregister
2019-04912,"Notice of Inventory Completion: University of Memphis, C.H. Nash Memorial Museum/Chucalissa Archaeological Museum, Memphis, TN","Interior Department, National Park Service",2019-03-18,,2019-04-17,,0,federalregister
2019-04921,"Notice of Inventory Completion: Historical Society of Saginaw County, Inc., Saginaw County, MI","Interior Department, National Park Service",2019-03-18,,2019-04-17,,0,federalregister
2019-04918,"Notice of Inventory Completion: The State Center Community College District-Fresno City College, Fresno, CA","Interior Department, National Park Service",2019-03-18,,2019-04-17,,0,federalregister
2019-04911,"Notice of Inventory Completion: Office of the State Archaeologist Bioarchaeology Program, University of Iowa, Iowa City, IA","Interior Department, National Park Service",2019-03-18,,2019-04-17,,0,federalregister
2019-05031,Proposed Information Collection Request; Comment Request; Recordkeeping and Reporting Related to E15 (Renewal),Environmental Protection Agency,2019-03-18,,2019-05-17,EPA-HQ-OAR-2015-0202-0008,118,federalregister
2019-05008,"Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NESHAP for Coke Oven Pushing, Quenching, and Battery Stacks (Renewal)",Environmental Protection Agency,2019-03-18,,2019-04-17,EPA-HQ-OECA-2014-0084-0005,1,federalregister
2019-04973,Pesticide Product Registration; Receipt of Applications for New Active Ingredients,Environmental Protection Agency,2019-03-18,,2019-04-17,EPA-HQ-OPP-2018-0002-0005,3,federalregister
2019-04974,Pesticide Experimental Use Permit; Receipt of Application; Comment Request,Environmental Protection Agency,2019-03-18,,2019-04-17,EPA-HQ-OPP-2019-0040-0001,0,federalregister
2019-05010,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NESHAP for Refractory Products Manufacturing (Renewal),Environmental Protection Agency,2019-03-18,,2019-04-17,EPA-HQ-OECA-2014-0088-0005,0,federalregister
2019-05007,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NESHAP for Reinforced Plastic Composites Production (Renewal),Environmental Protection Agency,2019-03-18,,2019-04-17,EPA-HQ-OECA-2014-0081-0006,0,federalregister
2019-04977,Pesticide Product Registration; Receipt of Applications for New Uses,Environmental Protection Agency,2019-03-18,,2019-04-17,EPA-HQ-OPP-2019-0045-0001,0,federalregister
2019-05015,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NESHAP for Paper and Other Web Coating (Renewal),Environmental Protection Agency,2019-03-18,,2019-04-17,EPA-HQ-OECA-2014-0077-0005,0,federalregister
2019-04969,Registration Review Proposed Interim Decisions for Several Pesticides; Notice of Availability,Environmental Protection Agency,2019-03-18,,2019-05-17,EPA-HQ-OPP-2015-0098-0020,1,federalregister
2019-04972,Pesticide Product Registration; Receipt of Applications for New Uses,Environmental Protection Agency,2019-03-18,,2019-04-17,EPA-HQ-OPP-2018-0561-0003,0,federalregister
2019-05016,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NESHAP for Polyvinyl Chloride and Copolymers Production (Renewal),Environmental Protection Agency,2019-03-18,,2019-04-17,EPA-HQ-OECA-2014-0101-0007,0,federalregister
2019-05009,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NESHAP for Flexible Polyurethane Foam Fabrication (Renewal),Environmental Protection Agency,2019-03-18,,2019-04-17,EPA-HQ-OECA-2014-0086-0005,1,federalregister
2019-05006,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; Landfill Methane Outreach Program (Renewal),Environmental Protection Agency,2019-03-18,,2019-04-17,EPA-HQ-OAR-2003-0078-0046,0,federalregister
2019-04985,"Notice of Availability of the Draft Environmental Impact Statement for the Expansion and Modernization of the San Luis I Land Port of Entry, San Luis, Arizona",General Services Administration,2019-03-18,,2019-04-29,GSA-GSA-2019-0002-0003,0,federalregister
2019-04926,Mining Automation and Safety Research Prioritization,"Health and Human Services Department, Centers for Disease Control and Prevention",2019-03-18,,2019-05-17,CDC-2019-0016-0001,3,federalregister
2019-05029,Agency Information Collection Activities: Proposed Collection; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2019-03-18,,2019-05-17,CMS-2019-0050-0001,0,federalregister
2019-05039,"Draft Environmental Assessment and Draft Habitat Conservation Plan; Davis Ranch, Bexar County, Texas","Interior Department, Fish and Wildlife Service",2019-03-18,,2019-04-17,,0,federalregister
2019-05032,"Draft Environmental Impact Statement for the Little River Band Trust Acquisition and Casino Project, Township of Fruitport, Muskegon County, Michigan","Interior Department, Indian Affairs Bureau",2019-03-18,,2019-04-17,,0,federalregister
2019-05000,"Importer of Controlled Substances Application: Sharp (Bethlehem), LLC","Justice Department, Drug Enforcement Administration",2019-03-18,,2019-04-17,,0,federalregister
2019-04980,Agency Information Collection Activities: Comment Request; Higher Education Research and Development Survey,National Science Foundation,2019-03-18,,2019-05-17,NSF_FRDOC_0001-2283,1,federalregister
2019-04960,Agency Activities in Response to a Portion of the Nuclear Energy Innovation and Modernization Act,Nuclear Regulatory Commission,2019-03-18,,,NRC-2019-0073-0001,27,federalregister
2019-04910,Information Collection: Exemptions and Continued Regulatory Authority in Agreement States and in Offshore Waters Under Section 274 of the Atomic Energy Act of 1954,Nuclear Regulatory Commission,2019-03-18,,2019-04-17,NRC-2018-0161-0004,0,federalregister
2019-05021,New Postal Products,Postal Regulatory Commission,2019-03-18,,2019-03-22,,0,federalregister
2019-04927,New Postal Products,Postal Regulatory Commission,2019-03-18,,2019-03-21,,0,federalregister
2019-05001,Notice of Opportunity: Criteria and Application Procedures for the Military Airport Program (MAP) for Fiscal Year 2019,"Transportation Department, Federal Aviation Administration",2019-03-18,https://www.regulations.gov/commenton/FAA-2019-0170-0001,,FAA-2019-0170-0001,0,federalregister
2019-04954,"Special Local Regulation; Choptank River, Cambridge, MD","Homeland Security Department, Coast Guard",2019-03-18,,2019-04-17,USCG-2019-0107-0001,2,federalregister
2019-04992,Agency Information Collection Extension,Energy Department,2019-03-18,,2019-04-17,DOE-HQ-2019-0009-0052,0,federalregister
2019-04982,Proposed Information Collection Request; Comment Request; National Volatile Organic Compound Emission Standards for Automobile Refinish Coatings,Environmental Protection Agency,2019-03-18,,2019-05-17,EPA-HQ-OAR-2003-0120-0018,0,federalregister
2019-04658,Update to Investigative and Enforcement Procedures; Correction,"Transportation Department, Federal Aviation Administration",2019-03-18,https://www.regulations.gov/commenton/FAA-2017-1051-0004,2019-05-13,FAA-2017-1051-0004,1,federalregister
2019-04932,"Special Local Regulation: Sail Grand Prix 2019 Race Event, San Francisco, CA","Homeland Security Department, Coast Guard",2019-03-18,,2019-04-17,USCG-2019-0010-0001,1,federalregister
2019-04971,Receipt of Several Pesticide Petitions Filed for Residues of Pesticide Chemicals in or on Various Commodities,Environmental Protection Agency,2019-03-18,,2019-04-17,EPA-HQ-OPP-2018-0783-0001,0,federalregister
2019-04615,Energy Conservation Program: Test Procedures for Fluorescent Lamp Ballasts,Energy Department,2019-03-18,,2019-05-17,EERE-2017-BT-TP-0005-0002,6,federalregister
2019-04994,Notice of Request for a New Information Collection: In-Home Food Safety Behaviors and Consumer Education: Web-Based Survey,"Agriculture Department, Food Safety and Inspection Service",2019-03-18,,2019-05-17,FSIS-2019-0004-0001,12,federalregister
2019-04996,"Notice of Request To Renew an Approved Information Collection: Importation and Transportation of Meat, Poultry, and Egg Products","Agriculture Department, Food Safety and Inspection Service",2019-03-18,,2019-05-17,FSIS-2019-0002-0001,0,federalregister
2019-04928,Agency Information Collection Activities: Proposed Collection; Comment Request-State Administrative Expense Funds,"Agriculture Department, Food and Nutrition Service",2019-03-18,,2019-05-17,FNS-2019-0018-0001,2,federalregister
2019-04929,Proposed Information Collection; Comment Request; BIS Program Evaluation,"Commerce Department, Industry and Security Bureau",2019-03-18,,2019-05-17,,0,federalregister
2019-04915,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; AmeriCorps National Civilian Community Corps (NCCC) Project Sponsor Application,Corporation for National and Community Service,2019-03-18,,2019-05-17,,0,federalregister
2019-05018,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NESHAP for Municipal Solid Waste Landfills (Renewal),Environmental Protection Agency,2019-03-18,,2019-04-17,EPA-HQ-OECA-2014-0075-0005,3,federalregister
2019-04917,"Notice of Inventory Completion: Sam Noble Oklahoma Museum of Natural History, Norman, OK","Interior Department, National Park Service",2019-03-18,,2019-04-17,,0,federalregister
2019-04922,"Notice of Inventory Completion: Historical Society of Saginaw County, Inc., Saginaw County, MI","Interior Department, National Park Service",2019-03-18,,2019-04-17,,0,federalregister
2019-04919,"Notice of Inventory Completion: Historical Society of Saginaw County, Inc., Saginaw County, MI","Interior Department, National Park Service",2019-03-18,,2019-04-17,,0,federalregister
2019-04923,"Notice of Inventory Completion: Historical Society of Saginaw County, Inc., Saginaw County, MI","Interior Department, National Park Service",2019-03-18,,2019-04-17,,0,federalregister
2019-04914,"Notice of Inventory Completion: The State Center Community College District-Fresno City College, Fresno, CA","Interior Department, National Park Service",2019-03-18,,2019-04-17,,0,federalregister
2019-04920,"Notice of Inventory Completion: Historical Society of Saginaw County, Inc., Saginaw County, MI","Interior Department, National Park Service",2019-03-18,,2019-04-17,,0,federalregister
2019-04913,"Notice of Inventory Completion: Marshall University, Huntington, WV","Interior Department, National Park Service",2019-03-18,,2019-04-17,,0,federalregister
2019-04997,Agency Request for Renewal of a Previously Approved Information Collection: Exemptions for Air Taxi Operations,Transportation Department,2019-03-18,,2019-05-17,DOT-OST-2004-16951-0015,0,federalregister
2019-05144,Agency Information Collection Activities: Proposed Collection; Comment Request,"Health and Human Services Department, Agency for Healthcare Research and Quality",2019-03-19,,2019-04-18,AHRQ-2022-0004-0721,0,federalregister
2019-05133,Agency Information Collection Activities; Proposed Collection; Comment Request; Medical Devices; Use of Symbols in Labeling-Glossary to Support the Use of Symbols in Labeling,"Health and Human Services Department, Food and Drug Administration",2019-03-19,,2019-05-20,FDA-2019-N-0549-0001,8,federalregister
2019-05111,Endangered Species; Recovery Permit Applications,"Interior Department, Fish and Wildlife Service",2019-03-19,,2019-04-18,,0,federalregister
2019-05125,Marine Mammals; File No. 22311,"Commerce Department, National Oceanic and Atmospheric Administration",2019-03-19,,2019-04-18,,0,federalregister
2019-05126,Marine Mammals; File No. 22686,"Commerce Department, National Oceanic and Atmospheric Administration",2019-03-19,,2019-04-18,,0,federalregister
2019-05113,Commission Information Collection Activities (FERC-538); Comment Request,"Energy Department, Federal Energy Regulatory Commission",2019-03-19,,2019-04-18,FERC-2019-0299-0001,0,federalregister
2019-05145,Supplemental Evidence and Data Request on Opioid Treatments for Chronic Pain,"Health and Human Services Department, Agency for Healthcare Research and Quality",2019-03-19,,,AHRQ-2022-0004-0719,0,federalregister
2019-05081,Agency Information Collection Activities; Proposed Collection; Comment Request,Federal Trade Commission,2019-03-19,,2019-05-20,FTC-2019-0018-0001,0,federalregister
2019-05149,Mitigation Strategies To Protect Food Against Intentional Adulteration: Draft Guidance for Industry; Public Meeting; Request for Comments,"Health and Human Services Department, Food and Drug Administration",2019-03-19,,,,0,federalregister
